"","ID","Sex","Condition","BG_Type","BG_Intensity","Stim","Dur (ms)","Freq (kHz)","Inten (dB)","n","mean","sd","median","se"
"228","Green 4","Male","Baseline","NA","NA","BBN",50,0,45,61,108.819672131148,16.4767595891115,109,2.10963288919426
"229","Green 4","Male","Baseline","NA","NA","BBN",50,0,50,137,107.029197080292,21.5324452881198,109,1.83964095212724
"230","Green 4","Male","Baseline","NA","NA","BBN",50,0,60,137,91.1240875912409,20.2162737502541,93,1.72719282890279
"231","Green 4","Male","Baseline","NA","NA","BBN",50,0,70,137,86.3576642335766,14.9925163813569,86,1.28089711788563
"232","Green 4","Male","Baseline","NA","NA","BBN",50,0,80,137,80.4744525547445,13.3356445685386,81,1.13934100577199
"233","Green 4","Male","Baseline","NA","NA","BBN",50,0,90,137,64.4525547445255,13.8494907545579,65,1.1832418481634
"234","Green 4","Male","Baseline","NA","NA","tone",50,4,15,44,406.704545454545,462.430815921411,200.5,69.7140685413285
"235","Green 4","Male","Baseline","NA","NA","tone",50,4,20,192,339.104166666667,426.251774752822,180,30.7620721120122
"236","Green 4","Male","Baseline","NA","NA","tone",50,4,25,59,259.661016949153,274.554599190906,173,35.7439642734406
"237","Green 4","Male","Baseline","NA","NA","tone",50,4,30,497,221.51509054326,231.025449551266,168,10.3629076911658
"238","Green 4","Male","Baseline","NA","NA","tone",50,4,35,62,168,33.5813179912997,162,4.26483164972884
"239","Green 4","Male","Baseline","NA","NA","tone",50,4,40,508,186.25,135.618935116488,163,6.01711724378486
"240","Green 4","Male","Baseline","NA","NA","tone",50,4,45,62,150.096774193548,28.3489437611775,150.5,3.6003194579908
"241","Green 4","Male","Baseline","NA","NA","tone",50,4,50,447,181.552572706935,167.510942782514,155,7.92299572067931
"242","Green 4","Male","Baseline","NA","NA","tone",50,4,60,444,158.349099099099,107.007508962483,148,5.07835163686489
"243","Green 4","Male","Baseline","NA","NA","tone",50,4,70,444,145.403153153153,107.15385065468,137,5.08529670622794
"244","Green 4","Male","Baseline","NA","NA","tone",50,4,80,329,136.54103343465,31.2280018206296,135,1.72165547117484
"245","Green 4","Male","Baseline","NA","NA","tone",50,4,90,288,131.315972222222,133.201482744462,122,7.84897264272601
"246","Green 4","Male","Baseline","NA","NA","tone",50,8,20,145,473.710344827586,451.742397052811,287,37.5151641335294
"247","Green 4","Male","Baseline","NA","NA","tone",50,8,25,57,341.614035087719,367.106677488495,210,48.6244672828153
"248","Green 4","Male","Baseline","NA","NA","tone",50,8,30,464,272.407327586207,307.234118366283,181.5,14.2629858773888
"249","Green 4","Male","Baseline","NA","NA","tone",50,8,35,61,203.131147540984,229.146857961573,158,29.3392487398263
"250","Green 4","Male","Baseline","NA","NA","tone",50,8,40,494,204.552631578947,220.633286065449,164,9.92676084177484
"251","Green 4","Male","Baseline","NA","NA","tone",50,8,45,61,162.295081967213,100.449878755907,155,12.8612890655441
"252","Green 4","Male","Baseline","NA","NA","tone",50,8,50,502,170.00796812749,130.480303942094,152,5.82362096885496
"253","Green 4","Male","Baseline","NA","NA","tone",50,8,60,450,147.882222222222,51.5409919196111,142,2.42966565969587
"254","Green 4","Male","Baseline","NA","NA","tone",50,8,70,442,144.255656108597,47.723079478117,140,2.269955405942
"255","Green 4","Male","Baseline","NA","NA","tone",50,8,80,337,139.777448071217,90.3489977512687,133,4.92162351523292
"256","Green 4","Male","Baseline","NA","NA","tone",50,8,90,287,116.459930313589,103.709237323822,108,6.12176271735167
"257","Green 4","Male","Baseline","NA","NA","tone",50,16,10,144,518.291666666667,504.376259194622,260,42.0313549328852
"258","Green 4","Male","Baseline","NA","NA","tone",50,16,15,49,358.244897959184,374.344345189707,192,53.4777635985295
"259","Green 4","Male","Baseline","NA","NA","tone",50,16,20,210,265.071428571429,280.406044687826,186,19.3498554070482
"260","Green 4","Male","Baseline","NA","NA","tone",50,16,25,61,191.180327868852,138.867263744522,160,17.7801311746672
"261","Green 4","Male","Baseline","NA","NA","tone",50,16,30,501,222.225548902196,237.439649228911,168,10.6080212021021
"262","Green 4","Male","Baseline","NA","NA","tone",50,16,35,62,166.209677419355,36.0942014764436,159.5,4.5839681714788
"263","Green 4","Male","Baseline","NA","NA","tone",50,16,40,447,174.530201342282,121.069295488365,157,5.72638117920085
"264","Green 4","Male","Baseline","NA","NA","tone",50,16,50,450,158.908888888889,121.080981794985,148,5.70781221999726
"265","Green 4","Male","Baseline","NA","NA","tone",50,16,60,451,152.913525498891,72.9621153977941,144,3.43565183199486
"266","Green 4","Male","Baseline","NA","NA","tone",50,16,70,355,151.72676056338,103.858504568065,144,5.51223708353625
"267","Green 4","Male","Baseline","NA","NA","tone",50,16,80,323,150.829721362229,111.527920837428,139,6.20557951438451
"268","Green 4","Male","Baseline","NA","NA","tone",50,16,90,289,128.747404844291,65.6884629793467,126,3.86402723407922
"269","Green 4","Male","Baseline","NA","NA","tone",50,32,5,51,378.705882352941,378.245544276077,209,52.9649702522126
"270","Green 4","Male","Baseline","NA","NA","tone",50,32,10,165,323.30303030303,392.220669973136,178,30.5343377452412
"271","Green 4","Male","Baseline","NA","NA","tone",50,32,15,62,217.91935483871,273.595627085362,156,34.7466793865378
"272","Green 4","Male","Baseline","NA","NA","tone",50,32,20,217,186.778801843318,166.69909937892,160,11.3162722310038
"273","Green 4","Male","Baseline","NA","NA","tone",50,32,25,61,170.573770491803,121.991729093464,144,15.6194403707462
"274","Green 4","Male","Baseline","NA","NA","tone",50,32,30,452,171.219026548673,155.381151539032,150,7.30851459031209
"275","Green 4","Male","Baseline","NA","NA","tone",50,32,35,7,127.571428571429,29.6808419852332,135,11.2183037994188
"276","Green 4","Male","Baseline","NA","NA","tone",50,32,40,445,150.56404494382,89.8402163292591,139,4.25883469583994
"277","Green 4","Male","Baseline","NA","NA","tone",50,32,50,449,154.906458797327,129.089445658862,140,6.09210760018868
"278","Green 4","Male","Baseline","NA","NA","tone",50,32,60,411,143.841849148419,49.3114719793217,138,2.43235553568735
"279","Green 4","Male","Baseline","NA","NA","tone",50,32,70,347,140.71181556196,72.3991661074393,136,3.88659087446978
"280","Green 4","Male","Baseline","NA","NA","tone",50,32,80,320,141.059375,107.839685262321,135,6.02842167296831
"281","Green 4","Male","Baseline","NA","NA","tone",50,32,90,288,131.40625,154.546131817513,118,9.10671815119279
"282","Green 4","Male","Post HHL","NA","NA","BBN",50,0,20,126,494.269841269841,512.1674478168,249.5,45.6275027235449
"283","Green 4","Male","Post HHL","NA","NA","BBN",50,0,25,141,314.758865248227,380.22568299647,176,32.0207789374306
"284","Green 4","Male","Post HHL","NA","NA","BBN",50,0,30,350,231.362857142857,264.831226555987,158.5,14.1558245013087
"285","Green 4","Male","Post HHL","NA","NA","BBN",50,0,35,150,153.446666666667,188.37751389296,129,15.3809596017267
"286","Green 4","Male","Post HHL","NA","NA","BBN",50,0,40,364,137.956043956044,127.706008115611,121,6.69361359329406
"287","Green 4","Male","Post HHL","NA","NA","BBN",50,0,45,151,100.834437086093,30.8809392049694,104,2.51305519210179
"288","Green 4","Male","Post HHL","NA","NA","BBN",50,0,50,246,109.231707317073,27.0097331423343,107,1.72207768776074
"289","Green 4","Male","Post HHL","NA","NA","BBN",50,0,60,215,97.3953488372093,20.2675325449808,98,1.38223424707105
"290","Green 4","Male","Post HHL","NA","NA","BBN",50,0,70,215,91.6,16.9346738253234,92,1.15493516896493
"291","Green 4","Male","Post HHL","NA","NA","BBN",50,0,80,215,85.9395348837209,18.405379896336,86,1.25523649051048
"292","Green 4","Male","Post HHL","NA","NA","BBN",50,0,90,215,68.8837209302326,16.3512972167171,70,1.11514921448004
"293","Green 4","Male","Post HHL","NA","NA","tone",50,4,15,21,651.952380952381,606.598423686583,470,132.370628237365
"294","Green 4","Male","Post HHL","NA","NA","tone",50,4,20,83,293.506024096386,315.623709791866,175,34.6442029405049
"295","Green 4","Male","Post HHL","NA","NA","tone",50,4,25,24,285.166666666667,400.908497276381,155.5,81.8351043227594
"296","Green 4","Male","Post HHL","NA","NA","tone",50,4,30,249,199.144578313253,175.252913960183,166,11.1062021551648
"297","Green 4","Male","Post HHL","NA","NA","tone",50,4,35,25,168.12,106.374856051606,150,21.2749712103213
"298","Green 4","Male","Post HHL","NA","NA","tone",50,4,40,253,202.857707509881,221.795781207376,161,13.9441812933659
"299","Green 4","Male","Post HHL","NA","NA","tone",50,4,45,25,142.28,42.6639191823724,152,8.53278383647447
"300","Green 4","Male","Post HHL","NA","NA","tone",50,4,50,231,169.753246753247,108.363697897504,154,7.12980787037709
"301","Green 4","Male","Post HHL","NA","NA","tone",50,4,60,231,157.666666666667,85.6632774381723,151,5.63622985862544
"302","Green 4","Male","Post HHL","NA","NA","tone",50,4,70,232,135.943965517241,26.3261487995021,139,1.72839634489844
"303","Green 4","Male","Post HHL","NA","NA","tone",50,4,80,169,134.887573964497,29.9232016909364,138,2.30178474545665
"304","Green 4","Male","Post HHL","NA","NA","tone",50,4,90,169,127.751479289941,44.3957823319975,127,3.41506017938443
"305","Green 4","Male","Post HHL","NA","NA","tone",50,8,15,20,729.4,612.221700469949,422.5,136.896933955132
"306","Green 4","Male","Post HHL","NA","NA","tone",50,8,20,81,421.913580246914,435.909313892548,225,48.4343682102831
"307","Green 4","Male","Post HHL","NA","NA","tone",50,8,25,23,376.739130434783,484.475932171821,189,101.020215121562
"308","Green 4","Male","Post HHL","NA","NA","tone",50,8,30,238,256.848739495798,295.179302976305,172.5,19.1336323304774
"309","Green 4","Male","Post HHL","NA","NA","tone",50,8,35,23,222.478260869565,171.765132869175,177,35.8155060356515
"310","Green 4","Male","Post HHL","NA","NA","tone",50,8,40,251,190.474103585657,153.943815486993,162,9.71684747269106
"311","Green 4","Male","Post HHL","NA","NA","tone",50,8,45,25,145.12,21.6550994764128,140,4.33101989528256
"312","Green 4","Male","Post HHL","NA","NA","tone",50,8,50,230,153.55652173913,50.4736848388476,148,3.32813622030691
"313","Green 4","Male","Post HHL","NA","NA","tone",50,8,60,232,152.788793103448,94.8641464452623,148,6.22813633800486
"314","Green 4","Male","Post HHL","NA","NA","tone",50,8,70,232,139.758620689655,29.3911140942234,141,1.92962117474279
"315","Green 4","Male","Post HHL","NA","NA","tone",50,8,80,169,131.591715976331,33.5797583234559,131,2.58305833257353
"316","Green 4","Male","Post HHL","NA","NA","tone",50,8,90,169,103.082840236686,25.7629810364608,107,1.98176777203545
"317","Green 4","Male","Post HHL","NA","NA","tone",50,16,5,20,570.25,503.261245854424,456.5,112.532635617173
"318","Green 4","Male","Post HHL","NA","NA","tone",50,16,10,78,503.551282051282,504.80902001316,238,57.158365998994
"319","Green 4","Male","Post HHL","NA","NA","tone",50,16,15,25,328.84,400.557598854397,176,80.1115197708794
"320","Green 4","Male","Post HHL","NA","NA","tone",50,16,20,88,272.625,292.006310453777,182.5,31.127977284552
"321","Green 4","Male","Post HHL","NA","NA","tone",50,16,25,25,213.12,200.584628856085,163,40.116925771217
"322","Green 4","Male","Post HHL","NA","NA","tone",50,16,30,247,199.578947368421,192.666464932163,164,12.2590735972743
"323","Green 4","Male","Post HHL","NA","NA","tone",50,16,35,25,153.48,38.3363621991793,146,7.66727243983587
"324","Green 4","Male","Post HHL","NA","NA","tone",50,16,40,230,176.991304347826,128.756701315553,156,8.4899654666329
"325","Green 4","Male","Post HHL","NA","NA","tone",50,16,50,231,155.051948051948,47.7406661318245,153,3.14110521999424
"326","Green 4","Male","Post HHL","NA","NA","tone",50,16,60,232,153.469827586207,34.3749247173109,149,2.2568243722258
"327","Green 4","Male","Post HHL","NA","NA","tone",50,16,70,169,152.733727810651,43.3466795668721,149,3.33435996668247
"328","Green 4","Male","Post HHL","NA","NA","tone",50,16,80,169,137.869822485207,31.9941527483906,137,2.46108867295312
"329","Green 4","Male","Post HHL","NA","NA","tone",50,16,90,169,116.449704142012,29.3494770056842,117,2.25765207736032
"330","Green 4","Male","Post HHL","NA","NA","tone",50,32,10,66,386.212121212121,432.955372194819,213.5,53.2931222909722
"331","Green 4","Male","Post HHL","NA","NA","tone",50,32,15,22,229.545454545455,221.94030241373,172,47.317831462788
"332","Green 4","Male","Post HHL","NA","NA","tone",50,32,20,85,209.223529411765,223.730938345838,159,24.2670274417801
"333","Green 4","Male","Post HHL","NA","NA","tone",50,32,25,24,178.416666666667,58.4174755469231,165,11.9244172626229
"334","Green 4","Male","Post HHL","NA","NA","tone",50,32,30,253,167.584980237154,113.76980767581,152,7.15264652603819
"335","Green 4","Male","Post HHL","NA","NA","tone",50,32,35,25,152.28,54.7764547958336,140,10.9552909591667
"336","Green 4","Male","Post HHL","NA","NA","tone",50,32,40,230,152.269565217391,41.7021716710399,149.5,2.74975976980827
"337","Green 4","Male","Post HHL","NA","NA","tone",50,32,50,232,149.094827586207,34.6935822372812,145,2.27774526335141
"338","Green 4","Male","Post HHL","NA","NA","tone",50,32,60,232,147.823275862069,43.7698503791055,145,2.87363146004206
"339","Green 4","Male","Post HHL","NA","NA","tone",50,32,70,169,145.92899408284,34.3406558241756,146,2.64158890955197
"340","Green 4","Male","Post HHL","NA","NA","tone",50,32,80,169,136.869822485207,30.4561683578176,139,2.34278218137058
"341","Green 4","Male","Post HHL","NA","NA","tone",50,32,90,169,123.970414201183,24.9607849663615,125,1.92006038202781
"342","Green 5","Male","Baseline","NA","NA","tone",50,4,20,75,281.893333333333,174.369100081015,232,20.1344093740254
"343","Green 5","Male","Baseline","NA","NA","tone",50,4,25,37,202.891891891892,63.1298414133671,210,10.3784819971054
"344","Green 5","Male","Baseline","NA","NA","tone",50,4,30,295,222.183050847458,100.929592810763,194,5.87634808332764
"345","Green 5","Male","Baseline","NA","NA","tone",50,4,35,38,187.947368421053,52.0456906170582,181.5,8.44292589563118
"346","Green 5","Male","Baseline","NA","NA","tone",50,4,40,336,206.508928571429,98.1973336601004,183,5.35710374452673
"347","Green 5","Male","Baseline","NA","NA","tone",50,4,45,7,190.142857142857,91.461154908206,179,34.5690672156954
"348","Green 5","Male","Baseline","NA","NA","tone",50,4,50,301,191.820598006645,69.4938441468585,173,4.00555858556808
"349","Green 5","Male","Baseline","NA","NA","tone",50,4,60,311,180.299035369775,54.1716265963903,166,3.07179112789859
"350","Green 5","Male","Baseline","NA","NA","tone",50,4,70,312,167.99358974359,55.6583511147127,154,3.15103363627727
"351","Green 5","Male","Baseline","NA","NA","tone",50,4,80,245,154.097959183673,38.6944551127644,147,2.47209805669873
"352","Green 5","Male","Baseline","NA","NA","tone",50,4,90,226,144.212389380531,32.1960525744477,139,2.14164956002366
"353","Green 5","Male","Baseline","NA","NA","tone",50,8,20,91,251.571428571429,130.074691607651,232,13.635532685358
"354","Green 5","Male","Baseline","NA","NA","tone",50,8,25,33,245.242424242424,45.8005392319719,239,7.97285051100864
"355","Green 5","Male","Baseline","NA","NA","tone",50,8,30,295,223.233898305085,79.3837416530183,205,4.62190012977389
"356","Green 5","Male","Baseline","NA","NA","tone",50,8,35,39,201.820512820513,40.1889430950668,188,6.43538126119075
"357","Green 5","Male","Baseline","NA","NA","tone",50,8,40,336,199.455357142857,59.0007672694138,189.5,3.21875573895907
"358","Green 5","Male","Baseline","NA","NA","tone",50,8,45,39,203.871794871795,88.3209397258775,182,14.1426690206351
"359","Green 5","Male","Baseline","NA","NA","tone",50,8,50,343,190.749271137026,55.551104897339,177,2.99947772680043
"360","Green 5","Male","Baseline","NA","NA","tone",50,8,60,311,173.450160771704,48.2807975417183,163,2.73775285799523
"361","Green 5","Male","Baseline","NA","NA","tone",50,8,70,312,174.330128205128,54.6195551943607,157.5,3.09222339808839
"362","Green 5","Male","Baseline","NA","NA","tone",50,8,80,254,157.610236220472,48.1155728772262,148.5,3.01903955193637
"363","Green 5","Male","Baseline","NA","NA","tone",50,8,90,226,138.300884955752,46.3557039435522,130,3.0835355584581
"364","Green 5","Male","Baseline","NA","NA","tone",50,16,20,100,259.73,130.553898076734,224.5,13.0553898076734
"365","Green 5","Male","Baseline","NA","NA","tone",50,16,25,37,231.297297297297,77.1160254511433,203,12.6777964891821
"366","Green 5","Male","Baseline","NA","NA","tone",50,16,30,316,219.867088607595,85.0207522327758,196,4.78279098323626
"367","Green 5","Male","Baseline","NA","NA","tone",50,16,35,39,199.948717948718,41.2418723845896,189,6.60398488440934
"368","Green 5","Male","Baseline","NA","NA","tone",50,16,40,331,208.184290030211,72.1433286843703,189,3.96535596846992
"369","Green 5","Male","Baseline","NA","NA","tone",50,16,45,31,196,52.2774648709493,178,9.38930986734096
"370","Green 5","Male","Baseline","NA","NA","tone",50,16,50,304,202.032894736842,85.0403063249637,181,4.87739607102973
"371","Green 5","Male","Baseline","NA","NA","tone",50,16,60,311,197.56270096463,85.7566799303778,172,4.8628151879369
"372","Green 5","Male","Baseline","NA","NA","tone",50,16,70,277,184.978339350181,58.7786892651155,165,3.53166915861872
"373","Green 5","Male","Baseline","NA","NA","tone",50,16,80,254,182.279527559055,62.0008655282983,164,3.89028029993211
"374","Green 5","Male","Baseline","NA","NA","tone",50,16,90,226,161.455752212389,57.7428805624891,149,3.84099927980923
"375","Green 5","Male","Baseline","NA","NA","tone",50,32,15,24,236.75,128.652971036513,215,26.2611777443766
"376","Green 5","Male","Baseline","NA","NA","tone",50,32,20,105,212.12380952381,110.025494881003,193,10.7373888480569
"377","Green 5","Male","Baseline","NA","NA","tone",50,32,25,39,192.358974358974,35.9008042568519,189,5.74872950576752
"378","Green 5","Male","Baseline","NA","NA","tone",50,32,30,327,203.174311926605,98.5759192370842,186,5.45126078995589
"379","Green 5","Male","Baseline","NA","NA","tone",50,32,35,39,192.358974358974,43.6725176618017,178,6.99319962520436
"380","Green 5","Male","Baseline","NA","NA","tone",50,32,40,297,189.885521885522,52.8658458865236,181,3.0675875106804
"381","Green 5","Male","Baseline","NA","NA","tone",50,32,50,308,186.788961038961,59.7945800183303,175,3.40711240402544
"382","Green 5","Male","Baseline","NA","NA","tone",50,32,60,286,181.073426573427,53.8195639782959,171.5,3.18241753270939
"383","Green 5","Male","Baseline","NA","NA","tone",50,32,70,263,173.216730038023,47.4049731015926,167,2.92311586631784
"384","Green 5","Male","Baseline","NA","NA","tone",50,32,80,254,169.866141732283,42.4066260399304,162.5,2.66082836850773
"385","Green 5","Male","Baseline","NA","NA","tone",50,32,90,235,162.395744680851,47.2346477453452,153,3.08124867450791
"386","Green 5","Male","Post HHL","NA","NA","tone",50,4,25,5,330.8,93.2802229842961,318,41.7161839098449
"387","Green 5","Male","Post HHL","NA","NA","tone",50,4,30,103,218.349514563107,60.332040188373,195,5.94469256089887
"388","Green 5","Male","Post HHL","NA","NA","tone",50,4,35,6,198.166666666667,37.0103589102655,194,15.1094157545699
"389","Green 5","Male","Post HHL","NA","NA","tone",50,4,40,121,201.066115702479,67.94443017854,185,6.17676637986728
"390","Green 5","Male","Post HHL","NA","NA","tone",50,4,50,128,188.3515625,65.2525788966036,168,5.76756762846233
"391","Green 5","Male","Post HHL","NA","NA","tone",50,4,60,130,179.653846153846,55.8410967466401,161.5,4.89758817085404
"392","Green 5","Male","Post HHL","NA","NA","tone",50,4,70,130,165.830769230769,49.1818549860496,154,4.31353403199102
"393","Green 5","Male","Post HHL","NA","NA","tone",50,4,80,91,144.153846153846,57.3269227185279,128,6.0094943821762
"394","Green 5","Male","Post HHL","NA","NA","tone",50,4,90,91,135.483516483516,44.091662763778,120,4.62206215011249
"395","Green 5","Male","Post HHL","NA","NA","tone",50,8,15,4,294.25,124.08431273399,287,62.0421563669951
"396","Green 5","Male","Post HHL","NA","NA","tone",50,8,20,43,207.953488372093,61.9619520306316,195,9.44910909968875
"397","Green 5","Male","Post HHL","NA","NA","tone",50,8,25,7,229.428571428571,52.2074616086537,257,19.7325657140643
"398","Green 5","Male","Post HHL","NA","NA","tone",50,8,30,128,203.6171875,84.6030212127603,192.5,7.47792125105152
"399","Green 5","Male","Post HHL","NA","NA","tone",50,8,35,7,197.714285714286,36.3396674251627,193,13.7351032476822
"400","Green 5","Male","Post HHL","NA","NA","tone",50,8,40,134,196.335820895522,50.1753232985903,183.5,4.33448775409889
"401","Green 5","Male","Post HHL","NA","NA","tone",50,8,50,129,185.100775193798,59.4436241536414,166,5.23371927613533
"402","Green 5","Male","Post HHL","NA","NA","tone",50,8,60,130,178.584615384615,61.206574178916,161,5.36817167179288
"403","Green 5","Male","Post HHL","NA","NA","tone",50,8,70,130,158.469230769231,63.2619983976491,142,5.54844430120466
"404","Green 5","Male","Post HHL","NA","NA","tone",50,8,80,91,157.142857142857,80.5034949453295,136,8.43905930543085
"405","Green 5","Male","Post HHL","NA","NA","tone",50,8,90,91,126.725274725275,50.7538867551739,115,5.32045298901502
"406","Green 5","Male","Post HHL","NA","NA","tone",50,16,10,10,414.3,228.572891364367,327,72.2810948081631
"407","Green 5","Male","Post HHL","NA","NA","tone",50,16,15,7,354.142857142857,181.522660267186,253,68.6091166271199
"408","Green 5","Male","Post HHL","NA","NA","tone",50,16,20,41,205.073170731707,55.5420517463581,191,8.67421116424037
"409","Green 5","Male","Post HHL","NA","NA","tone",50,16,25,7,190.428571428571,42.6491779633838,171,16.1198740732071
"410","Green 5","Male","Post HHL","NA","NA","tone",50,16,30,135,190.814814814815,49.2300698647012,176,4.23704979374701
"411","Green 5","Male","Post HHL","NA","NA","tone",50,16,35,7,221.857142857143,93.0831681372964,205,35.1821305910425
"412","Green 5","Male","Post HHL","NA","NA","tone",50,16,40,136,187.772058823529,49.4300803472668,179,4.2385944215184
"413","Green 5","Male","Post HHL","NA","NA","tone",50,16,45,7,151.857142857143,66.1927200715924,176,25.0184965589067
"414","Green 5","Male","Post HHL","NA","NA","tone",50,16,50,130,192.538461538462,53.4296833921204,177.5,4.68609322880948
"415","Green 5","Male","Post HHL","NA","NA","tone",50,16,60,130,197.6,62.8071491511605,178,5.5085513832838
"416","Green 5","Male","Post HHL","NA","NA","tone",50,16,70,91,196.56043956044,65.4334621821127,176,6.85929062197258
"417","Green 5","Male","Post HHL","NA","NA","tone",50,16,80,91,174.10989010989,78.5195588584215,158,8.23108629373775
"418","Green 5","Male","Post HHL","NA","NA","tone",50,16,90,91,141.769230769231,45.7656049702241,132,4.79753897336912
"419","Green 5","Male","Post HHL","NA","NA","tone",50,32,15,4,338.5,140.505041427938,321,70.2525207139692
"420","Green 5","Male","Post HHL","NA","NA","tone",50,32,20,41,212.756097560976,66.313565915205,203,10.3564390532256
"421","Green 5","Male","Post HHL","NA","NA","tone",50,32,25,7,230.714285714286,37.2858967337262,215,14.0927443096393
"422","Green 5","Male","Post HHL","NA","NA","tone",50,32,30,131,193.801526717557,46.9222630196155,187,4.09961715479542
"423","Green 5","Male","Post HHL","NA","NA","tone",50,32,35,7,162.857142857143,20.8280945794262,161,7.87227979149917
"424","Green 5","Male","Post HHL","NA","NA","tone",50,32,40,129,183.627906976744,38.5361173461505,176,3.39291594436888
"425","Green 5","Male","Post HHL","NA","NA","tone",50,32,50,130,168.369230769231,32.545052485196,165.5,2.85438992709093
"426","Green 5","Male","Post HHL","NA","NA","tone",50,32,60,130,172.953846153846,39.9487775789656,169,3.50373957371447
"427","Green 5","Male","Post HHL","NA","NA","tone",50,32,70,91,172.263736263736,41.5443097226283,163,4.35502699343102
"428","Green 5","Male","Post HHL","NA","NA","tone",50,32,80,91,180.802197802198,70.3174104851581,164,7.3712675169142
"429","Green 5","Male","Post HHL","NA","NA","tone",50,32,90,91,162.175824175824,48.622489859596,151,5.09702188434798
"430","Green 6","Male","Baseline","NA","NA","tone",50,4,40,384,417.325520833333,280.677129349143,338,14.3232447786365
"431","Green 6","Male","Baseline","NA","NA","tone",50,4,45,47,350.148936170213,100.543085880675,340,14.6657163671568
"432","Green 6","Male","Baseline","NA","NA","tone",50,4,50,444,385.128378378378,191.592339526689,338,9.09257004933424
"433","Green 6","Male","Baseline","NA","NA","tone",50,4,55,33,368.545454545455,95.9664951002077,347,16.7056225173281
"434","Green 6","Male","Baseline","NA","NA","tone",50,4,60,428,365.799065420561,166.065706922043,332,8.02708892303511
"435","Green 6","Male","Baseline","NA","NA","tone",50,4,70,435,340.898850574713,105.515604251747,319,5.05908599727678
"436","Green 6","Male","Baseline","NA","NA","tone",50,4,80,344,327.642441860465,113.537230383838,304,6.12151720706348
"437","Green 6","Male","Baseline","NA","NA","tone",50,4,90,284,324.176056338028,82.5591809831262,307,4.89898608531405
"438","Green 6","Male","Baseline","NA","NA","tone",50,8,20,146,469.650684931507,337.303845270122,358.5,27.9154648593775
"439","Green 6","Male","Baseline","NA","NA","tone",50,8,25,45,370.288888888889,132.450268921485,340,19.7445203297712
"440","Green 6","Male","Baseline","NA","NA","tone",50,8,30,448,359.292410714286,161.261308461464,324,7.61888068367696
"441","Green 6","Male","Baseline","NA","NA","tone",50,8,35,51,332.21568627451,97.9657723341148,331,13.7179519915883
"442","Green 6","Male","Baseline","NA","NA","tone",50,8,40,469,346.466950959488,127.514124722392,323,5.88805519996013
"443","Green 6","Male","Baseline","NA","NA","tone",50,8,45,49,352.367346938775,101.304757595903,334,14.4721082279861
"444","Green 6","Male","Baseline","NA","NA","tone",50,8,50,431,342.624129930394,113.261162590166,320,5.45559823402786
"445","Green 6","Male","Baseline","NA","NA","tone",50,8,60,436,345.412844036697,81.2701142292503,328,3.89213258058507
"446","Green 6","Male","Baseline","NA","NA","tone",50,8,70,437,341.327231121281,117.254058496197,317,5.60902228288153
"447","Green 6","Male","Baseline","NA","NA","tone",50,8,80,353,324.29178470255,79.0944657114566,318,4.20977363625419
"448","Green 6","Male","Baseline","NA","NA","tone",50,8,90,284,342.640845070423,92.1980386222239,334,5.47094705791519
"449","Green 6","Male","Baseline","NA","NA","tone",50,16,15,45,425.622222222222,236.198422834478,340,35.2103819757421
"450","Green 6","Male","Baseline","NA","NA","tone",50,16,20,193,360.20725388601,216.589782550887,312,15.5904736931363
"451","Green 6","Male","Baseline","NA","NA","tone",50,16,25,53,337.471698113208,108.118098494475,324,14.851162982261
"452","Green 6","Male","Baseline","NA","NA","tone",50,16,30,482,340.207468879668,119.712417469045,319,5.45275119874743
"453","Green 6","Male","Baseline","NA","NA","tone",50,16,35,52,322.307692307692,85.7494156983553,307.5,11.8913044285191
"454","Green 6","Male","Baseline","NA","NA","tone",50,16,40,440,340.506818181818,97.9150528998785,323.5,4.66791699320186
"455","Green 6","Male","Baseline","NA","NA","tone",50,16,50,433,342.31870669746,98.5128542382939,323,4.73422564889247
"456","Green 6","Male","Baseline","NA","NA","tone",50,16,60,437,356.894736842105,113.869122099226,331,5.44709881583702
"457","Green 6","Male","Baseline","NA","NA","tone",50,16,70,406,353.911330049261,102.638846734398,332,5.09388043432803
"458","Green 6","Male","Baseline","NA","NA","tone",50,16,80,353,345.971671388102,123.399062965099,324,6.56786941205291
"459","Green 6","Male","Baseline","NA","NA","tone",50,16,90,284,338.176056338028,83.711797303093,329,4.96738128068762
"460","Green 6","Male","Baseline","NA","NA","tone",50,32,10,91,422.78021978022,303.109177330831,353,31.7744754467166
"461","Green 6","Male","Baseline","NA","NA","tone",50,32,15,43,398.651162790698,279.901333272393,341,42.6845531582299
"462","Green 6","Male","Baseline","NA","NA","tone",50,32,20,191,322.895287958115,80.9022121146772,308,5.85387861981613
"463","Green 6","Male","Baseline","NA","NA","tone",50,32,25,52,340.019230769231,73.8457561499472,318.5,10.240563856694
"464","Green 6","Male","Baseline","NA","NA","tone",50,32,30,475,311.408421052632,125.088346554362,301,5.73944696468483
"465","Green 6","Male","Baseline","NA","NA","tone",50,32,35,53,313.22641509434,71.4556456049792,302,9.81518777761761
"466","Green 6","Male","Baseline","NA","NA","tone",50,32,40,425,333.832941176471,179.357377109614,302,8.70011071243152
"467","Green 6","Male","Baseline","NA","NA","tone",50,32,50,429,326.867132867133,110.220185603291,313,5.32148070654015
