"","ID","Genotype","Phase","Duration","Dur (ms)","Type","Inten (dB)","CR","FA","Hit","Miss"
"1279","TP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,25,NA,NA,94,6
"1280","TP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,30,NA,NA,131,1
"1281","TP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,35,NA,NA,97,3
"1282","TP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,40,NA,NA,127,3
"1283","TP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,45,NA,NA,98,4
"1284","TP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,50,NA,NA,30,NA
"1285","TP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,60,NA,NA,30,NA
"1286","TP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,70,NA,NA,30,NA
"1287","TP 2","Tsc2_LE_WT","BBN TH","50ms",50,0,-100,384,65,NA,NA
"1288","TP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,10,NA,NA,14,97
"1289","TP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,15,NA,NA,9,30
"1290","TP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,20,NA,NA,42,108
"1291","TP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,25,NA,NA,25,14
"1292","TP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,30,NA,NA,141,10
"1293","TP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,35,NA,NA,38,NA
"1294","TP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,40,NA,NA,147,1
"1295","TP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,45,NA,NA,38,NA
"1296","TP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,50,NA,NA,110,1
"1297","TP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,60,NA,NA,111,NA
"1298","TP 2","Tsc2_LE_WT","BBN TH","50ms",50,1,70,NA,NA,111,NA
"1299","TP 3","Tsc2_LE_Het","BBN Rxn","100ms",100,0,-100,112,11,NA,NA
"1300","TP 3","Tsc2_LE_Het","BBN Rxn","100ms",100,1,20,NA,NA,6,35
"1301","TP 3","Tsc2_LE_Het","BBN Rxn","100ms",100,1,30,NA,NA,33,8
"1302","TP 3","Tsc2_LE_Het","BBN Rxn","100ms",100,1,40,NA,NA,39,3
"1303","TP 3","Tsc2_LE_Het","BBN Rxn","100ms",100,1,50,NA,NA,41,NA
"1304","TP 3","Tsc2_LE_Het","BBN Rxn","100ms",100,1,60,NA,NA,41,NA
"1305","TP 3","Tsc2_LE_Het","BBN Rxn","100ms",100,1,70,NA,NA,40,1
"1306","TP 3","Tsc2_LE_Het","BBN Rxn","100ms",100,1,80,NA,NA,41,NA
"1307","TP 3","Tsc2_LE_Het","BBN Rxn","300ms",300,0,-100,604,137,NA,NA
"1308","TP 3","Tsc2_LE_Het","BBN Rxn","300ms",300,1,20,NA,NA,67,182
"1309","TP 3","Tsc2_LE_Het","BBN Rxn","300ms",300,1,30,NA,NA,211,35
"1310","TP 3","Tsc2_LE_Het","BBN Rxn","300ms",300,1,40,NA,NA,237,11
"1311","TP 3","Tsc2_LE_Het","BBN Rxn","300ms",300,1,50,NA,NA,232,14
"1312","TP 3","Tsc2_LE_Het","BBN Rxn","300ms",300,1,60,NA,NA,237,8
"1313","TP 3","Tsc2_LE_Het","BBN Rxn","300ms",300,1,70,NA,NA,238,9
"1314","TP 3","Tsc2_LE_Het","BBN Rxn","300ms",300,1,80,NA,NA,243,3
"1315","TP 3","Tsc2_LE_Het","BBN TH","300ms",300,0,-100,396,140,NA,NA
"1316","TP 3","Tsc2_LE_Het","BBN TH","300ms",300,1,10,NA,NA,16,56
"1317","TP 3","Tsc2_LE_Het","BBN TH","300ms",300,1,15,NA,NA,33,74
"1318","TP 3","Tsc2_LE_Het","BBN TH","300ms",300,1,20,NA,NA,48,133
"1319","TP 3","Tsc2_LE_Het","BBN TH","300ms",300,1,25,NA,NA,86,21
"1320","TP 3","Tsc2_LE_Het","BBN TH","300ms",300,1,30,NA,NA,160,21
"1321","TP 3","Tsc2_LE_Het","BBN TH","300ms",300,1,35,NA,NA,104,3
"1322","TP 3","Tsc2_LE_Het","BBN TH","300ms",300,1,40,NA,NA,175,4
"1323","TP 3","Tsc2_LE_Het","BBN TH","300ms",300,1,45,NA,NA,107,NA
"1324","TP 3","Tsc2_LE_Het","BBN TH","300ms",300,1,50,NA,NA,71,2
"1325","TP 3","Tsc2_LE_Het","BBN TH","300ms",300,1,60,NA,NA,71,2
"1326","TP 3","Tsc2_LE_Het","BBN TH","300ms",300,1,70,NA,NA,71,3
"1327","TP 4","Tsc2_LE_WT","BBN Rxn","100ms",100,0,-100,470,30,NA,NA
"1328","TP 4","Tsc2_LE_WT","BBN Rxn","100ms",100,1,20,NA,NA,56,110
"1329","TP 4","Tsc2_LE_WT","BBN Rxn","100ms",100,1,30,NA,NA,167,2
"1330","TP 4","Tsc2_LE_WT","BBN Rxn","100ms",100,1,40,NA,NA,165,1
"1331","TP 4","Tsc2_LE_WT","BBN Rxn","100ms",100,1,50,NA,NA,164,2
"1332","TP 4","Tsc2_LE_WT","BBN Rxn","100ms",100,1,60,NA,NA,160,3
"1333","TP 4","Tsc2_LE_WT","BBN Rxn","100ms",100,1,70,NA,NA,166,NA
"1334","TP 4","Tsc2_LE_WT","BBN Rxn","100ms",100,1,80,NA,NA,166,NA
"1335","TP 4","Tsc2_LE_WT","BBN Rxn","300ms",300,0,-100,637,48,NA,NA
"1336","TP 4","Tsc2_LE_WT","BBN Rxn","300ms",300,1,20,NA,NA,119,108
"1337","TP 4","Tsc2_LE_WT","BBN Rxn","300ms",300,1,30,NA,NA,226,3
"1338","TP 4","Tsc2_LE_WT","BBN Rxn","300ms",300,1,40,NA,NA,225,4
"1339","TP 4","Tsc2_LE_WT","BBN Rxn","300ms",300,1,50,NA,NA,221,9
"1340","TP 4","Tsc2_LE_WT","BBN Rxn","300ms",300,1,60,NA,NA,222,4
"1341","TP 4","Tsc2_LE_WT","BBN Rxn","300ms",300,1,70,NA,NA,228,2
"1342","TP 4","Tsc2_LE_WT","BBN Rxn","300ms",300,1,80,NA,NA,229,NA
"1343","TP 4","Tsc2_LE_WT","BBN Rxn","50ms",50,0,-100,169,3,NA,NA
"1344","TP 4","Tsc2_LE_WT","BBN Rxn","50ms",50,1,20,NA,NA,12,45
"1345","TP 4","Tsc2_LE_WT","BBN Rxn","50ms",50,1,30,NA,NA,54,3
"1346","TP 4","Tsc2_LE_WT","BBN Rxn","50ms",50,1,40,NA,NA,55,2
"1347","TP 4","Tsc2_LE_WT","BBN Rxn","50ms",50,1,50,NA,NA,57,NA
"1348","TP 4","Tsc2_LE_WT","BBN Rxn","50ms",50,1,60,NA,NA,58,NA
"1349","TP 4","Tsc2_LE_WT","BBN Rxn","50ms",50,1,70,NA,NA,57,NA
"1350","TP 4","Tsc2_LE_WT","BBN Rxn","50ms",50,1,80,NA,NA,57,NA
"1351","TP 4","Tsc2_LE_WT","BBN TH","100ms",100,0,-100,533,55,NA,NA
"1352","TP 4","Tsc2_LE_WT","BBN TH","100ms",100,1,10,NA,NA,6,47
"1353","TP 4","Tsc2_LE_WT","BBN TH","100ms",100,1,15,NA,NA,9,136
"1354","TP 4","Tsc2_LE_WT","BBN TH","100ms",100,1,20,NA,NA,80,117
"1355","TP 4","Tsc2_LE_WT","BBN TH","100ms",100,1,25,NA,NA,131,13
"1356","TP 4","Tsc2_LE_WT","BBN TH","100ms",100,1,30,NA,NA,193,3
"1357","TP 4","Tsc2_LE_WT","BBN TH","100ms",100,1,35,NA,NA,142,1
"1358","TP 4","Tsc2_LE_WT","BBN TH","100ms",100,1,40,NA,NA,196,NA
"1359","TP 4","Tsc2_LE_WT","BBN TH","100ms",100,1,45,NA,NA,142,1
"1360","TP 4","Tsc2_LE_WT","BBN TH","100ms",100,1,50,NA,NA,51,1
"1361","TP 4","Tsc2_LE_WT","BBN TH","100ms",100,1,60,NA,NA,52,NA
"1362","TP 4","Tsc2_LE_WT","BBN TH","100ms",100,1,70,NA,NA,52,NA
"1363","TP 4","Tsc2_LE_WT","BBN TH","300ms",300,0,-100,503,65,NA,NA
"1364","TP 4","Tsc2_LE_WT","BBN TH","300ms",300,1,10,NA,NA,7,62
"1365","TP 4","Tsc2_LE_WT","BBN TH","300ms",300,1,15,NA,NA,16,106
"1366","TP 4","Tsc2_LE_WT","BBN TH","300ms",300,1,20,NA,NA,115,75
"1367","TP 4","Tsc2_LE_WT","BBN TH","300ms",300,1,25,NA,NA,116,6
"1368","TP 4","Tsc2_LE_WT","BBN TH","300ms",300,1,30,NA,NA,190,NA
"1369","TP 4","Tsc2_LE_WT","BBN TH","300ms",300,1,35,NA,NA,121,NA
"1370","TP 4","Tsc2_LE_WT","BBN TH","300ms",300,1,40,NA,NA,192,1
"1371","TP 4","Tsc2_LE_WT","BBN TH","300ms",300,1,45,NA,NA,122,NA
"1372","TP 4","Tsc2_LE_WT","BBN TH","300ms",300,1,50,NA,NA,69,NA
"1373","TP 4","Tsc2_LE_WT","BBN TH","300ms",300,1,60,NA,NA,69,NA
"1374","TP 4","Tsc2_LE_WT","BBN TH","300ms",300,1,70,NA,NA,68,NA
"1375","TP 5","Tsc2_LE_WT","BBN Rxn","100ms",100,0,-100,130,6,NA,NA
"1376","TP 5","Tsc2_LE_WT","BBN Rxn","100ms",100,1,20,NA,NA,3,42
"1377","TP 5","Tsc2_LE_WT","BBN Rxn","100ms",100,1,30,NA,NA,36,9
"1378","TP 5","Tsc2_LE_WT","BBN Rxn","100ms",100,1,40,NA,NA,45,1
"1379","TP 5","Tsc2_LE_WT","BBN Rxn","100ms",100,1,50,NA,NA,45,NA
"1380","TP 5","Tsc2_LE_WT","BBN Rxn","100ms",100,1,60,NA,NA,43,1
"1381","TP 5","Tsc2_LE_WT","BBN Rxn","100ms",100,1,70,NA,NA,46,NA
"1382","TP 5","Tsc2_LE_WT","BBN Rxn","100ms",100,1,80,NA,NA,45,NA
"1383","TP 5","Tsc2_LE_WT","BBN Rxn","300ms",300,0,-100,574,29,NA,NA
"1384","TP 5","Tsc2_LE_WT","BBN Rxn","300ms",300,1,20,NA,NA,44,158
"1385","TP 5","Tsc2_LE_WT","BBN Rxn","300ms",300,1,30,NA,NA,198,5
"1386","TP 5","Tsc2_LE_WT","BBN Rxn","300ms",300,1,40,NA,NA,199,2
"1387","TP 5","Tsc2_LE_WT","BBN Rxn","300ms",300,1,50,NA,NA,198,2
"1388","TP 5","Tsc2_LE_WT","BBN Rxn","300ms",300,1,60,NA,NA,197,4
"1389","TP 5","Tsc2_LE_WT","BBN Rxn","300ms",300,1,70,NA,NA,196,4
"1390","TP 5","Tsc2_LE_WT","BBN Rxn","300ms",300,1,80,NA,NA,202,NA
"1391","TP 5","Tsc2_LE_WT","BBN TH","300ms",300,0,-100,481,36,NA,NA
"1392","TP 5","Tsc2_LE_WT","BBN TH","300ms",300,1,10,NA,NA,4,55
"1393","TP 5","Tsc2_LE_WT","BBN TH","300ms",300,1,15,NA,NA,6,107
"1394","TP 5","Tsc2_LE_WT","BBN TH","300ms",300,1,20,NA,NA,53,119
"1395","TP 5","Tsc2_LE_WT","BBN TH","300ms",300,1,25,NA,NA,95,17
"1396","TP 5","Tsc2_LE_WT","BBN TH","300ms",300,1,30,NA,NA,168,3
"1397","TP 5","Tsc2_LE_WT","BBN TH","300ms",300,1,35,NA,NA,110,2
"1398","TP 5","Tsc2_LE_WT","BBN TH","300ms",300,1,40,NA,NA,171,1
"1399","TP 5","Tsc2_LE_WT","BBN TH","300ms",300,1,45,NA,NA,112,NA
"1400","TP 5","Tsc2_LE_WT","BBN TH","300ms",300,1,50,NA,NA,60,NA
"1401","TP 5","Tsc2_LE_WT","BBN TH","300ms",300,1,60,NA,NA,57,3
"1402","TP 5","Tsc2_LE_WT","BBN TH","300ms",300,1,70,NA,NA,58,NA
"1403","TP 5","Tsc2_LE_WT","ERROR","300ms",300,0,-100,29,44,NA,NA
"1404","TP 5","Tsc2_LE_WT","ERROR","300ms",300,1,20,NA,NA,10,14
"1405","TP 5","Tsc2_LE_WT","ERROR","300ms",300,1,30,NA,NA,14,10
"1406","TP 5","Tsc2_LE_WT","ERROR","300ms",300,1,40,NA,NA,17,7
"1407","TP 5","Tsc2_LE_WT","ERROR","300ms",300,1,50,NA,NA,17,7
"1408","TP 5","Tsc2_LE_WT","ERROR","300ms",300,1,60,NA,NA,20,4
"1409","TP 5","Tsc2_LE_WT","ERROR","300ms",300,1,70,NA,NA,11,13
"1410","TP 5","Tsc2_LE_WT","ERROR","300ms",300,1,80,NA,NA,15,10
