"","ID","Genotype","Phase","Duration","Dur (ms)","Type","Inten (dB)","CR","FA","Hit","Miss"
"1007","RP 5","Tsc2_LE_Het","Tone Rxn","16kHz_30-90dB_50ms_4s",50,1,70,NA,NA,273,1
"1008","RP 5","Tsc2_LE_Het","Tone Rxn","16kHz_30-90dB_50ms_4s",50,1,80,NA,NA,274,NA
"1009","RP 5","Tsc2_LE_Het","Tone Rxn","16kHz_30-90dB_50ms_4s",50,1,90,NA,NA,274,NA
"1010","RP 5","Tsc2_LE_Het","Tone TH","16kHz_10-70dB_50ms_4s",50,0,-100,124,33,NA,NA
"1011","RP 5","Tsc2_LE_Het","Tone TH","16kHz_10-70dB_50ms_4s",50,1,10,NA,NA,16,36
"1012","RP 5","Tsc2_LE_Het","Tone TH","16kHz_10-70dB_50ms_4s",50,1,20,NA,NA,27,26
"1013","RP 5","Tsc2_LE_Het","Tone TH","16kHz_10-70dB_50ms_4s",50,1,30,NA,NA,40,12
"1014","RP 5","Tsc2_LE_Het","Tone TH","16kHz_10-70dB_50ms_4s",50,1,40,NA,NA,46,6
"1015","RP 5","Tsc2_LE_Het","Tone TH","16kHz_10-70dB_50ms_4s",50,1,50,NA,NA,51,2
"1016","RP 5","Tsc2_LE_Het","Tone TH","16kHz_10-70dB_50ms_4s",50,1,60,NA,NA,52,NA
"1017","RP 5","Tsc2_LE_Het","Tone TH","16kHz_10-70dB_50ms_4s",50,1,70,NA,NA,53,NA
"1018","RP 6","Tsc2_LE_WT","BBN Rotating","100ms",100,0,-100,539,25,NA,NA
"1019","RP 6","Tsc2_LE_WT","BBN Rotating","100ms",100,1,20,NA,NA,30,158
"1020","RP 6","Tsc2_LE_WT","BBN Rotating","100ms",100,1,30,NA,NA,185,3
"1021","RP 6","Tsc2_LE_WT","BBN Rotating","100ms",100,1,40,NA,NA,190,NA
"1022","RP 6","Tsc2_LE_WT","BBN Rotating","100ms",100,1,50,NA,NA,188,NA
"1023","RP 6","Tsc2_LE_WT","BBN Rotating","100ms",100,1,60,NA,NA,189,NA
"1024","RP 6","Tsc2_LE_WT","BBN Rotating","100ms",100,1,70,NA,NA,188,NA
"1025","RP 6","Tsc2_LE_WT","BBN Rotating","100ms",100,1,80,NA,NA,188,NA
"1026","RP 6","Tsc2_LE_WT","BBN Rotating","300ms",300,0,-100,624,56,NA,NA
"1027","RP 6","Tsc2_LE_WT","BBN Rotating","300ms",300,1,20,NA,NA,58,170
"1028","RP 6","Tsc2_LE_WT","BBN Rotating","300ms",300,1,30,NA,NA,226,2
"1029","RP 6","Tsc2_LE_WT","BBN Rotating","300ms",300,1,40,NA,NA,225,1
"1030","RP 6","Tsc2_LE_WT","BBN Rotating","300ms",300,1,50,NA,NA,228,NA
"1031","RP 6","Tsc2_LE_WT","BBN Rotating","300ms",300,1,60,NA,NA,226,NA
"1032","RP 6","Tsc2_LE_WT","BBN Rotating","300ms",300,1,70,NA,NA,225,1
"1033","RP 6","Tsc2_LE_WT","BBN Rotating","300ms",300,1,80,NA,NA,227,NA
"1034","RP 6","Tsc2_LE_WT","BBN Rotating","50ms",50,0,-100,664,63,NA,NA
"1035","RP 6","Tsc2_LE_WT","BBN Rotating","50ms",50,1,20,NA,NA,34,210
"1036","RP 6","Tsc2_LE_WT","BBN Rotating","50ms",50,1,30,NA,NA,218,24
"1037","RP 6","Tsc2_LE_WT","BBN Rotating","50ms",50,1,40,NA,NA,242,NA
"1038","RP 6","Tsc2_LE_WT","BBN Rotating","50ms",50,1,50,NA,NA,241,NA
"1039","RP 6","Tsc2_LE_WT","BBN Rotating","50ms",50,1,60,NA,NA,244,NA
"1040","RP 6","Tsc2_LE_WT","BBN Rotating","50ms",50,1,70,NA,NA,244,NA
"1041","RP 6","Tsc2_LE_WT","BBN Rotating","50ms",50,1,80,NA,NA,244,NA
"1042","RP 6","Tsc2_LE_WT","BBN Rxn","100ms",100,0,-100,835,39,NA,NA
"1043","RP 6","Tsc2_LE_WT","BBN Rxn","100ms",100,1,20,NA,NA,51,240
"1044","RP 6","Tsc2_LE_WT","BBN Rxn","100ms",100,1,30,NA,NA,278,15
"1045","RP 6","Tsc2_LE_WT","BBN Rxn","100ms",100,1,40,NA,NA,292,NA
"1046","RP 6","Tsc2_LE_WT","BBN Rxn","100ms",100,1,50,NA,NA,290,1
"1047","RP 6","Tsc2_LE_WT","BBN Rxn","100ms",100,1,60,NA,NA,289,1
"1048","RP 6","Tsc2_LE_WT","BBN Rxn","100ms",100,1,70,NA,NA,291,1
"1049","RP 6","Tsc2_LE_WT","BBN Rxn","100ms",100,1,80,NA,NA,292,NA
"1050","RP 6","Tsc2_LE_WT","BBN Rxn","300ms",300,0,-100,655,65,NA,NA
"1051","RP 6","Tsc2_LE_WT","BBN Rxn","300ms",300,1,20,NA,NA,125,117
"1052","RP 6","Tsc2_LE_WT","BBN Rxn","300ms",300,1,30,NA,NA,239,1
"1053","RP 6","Tsc2_LE_WT","BBN Rxn","300ms",300,1,40,NA,NA,240,NA
"1054","RP 6","Tsc2_LE_WT","BBN Rxn","300ms",300,1,50,NA,NA,241,NA
"1055","RP 6","Tsc2_LE_WT","BBN Rxn","300ms",300,1,60,NA,NA,241,NA
"1056","RP 6","Tsc2_LE_WT","BBN Rxn","300ms",300,1,70,NA,NA,239,NA
"1057","RP 6","Tsc2_LE_WT","BBN Rxn","300ms",300,1,80,NA,NA,241,NA
"1058","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",50,1,20,NA,NA,15,106
"1059","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",50,1,30,NA,NA,107,12
"1060","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",50,1,40,NA,NA,120,1
"1061","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",50,1,50,NA,NA,120,NA
"1062","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",50,1,60,NA,NA,121,NA
"1063","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",50,1,70,NA,NA,121,NA
"1064","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",50,1,80,NA,NA,123,NA
"1065","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",100,1,20,NA,NA,27,93
"1066","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",100,1,30,NA,NA,118,2
"1067","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",100,1,40,NA,NA,121,NA
"1068","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",100,1,50,NA,NA,122,NA
"1069","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",100,1,60,NA,NA,122,NA
"1070","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",100,1,70,NA,NA,122,NA
"1071","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",100,1,80,NA,NA,122,NA
"1072","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",300,0,-100,985,105,NA,NA
"1073","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",300,1,20,NA,NA,60,60
"1074","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",300,1,30,NA,NA,121,NA
"1075","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",300,1,40,NA,NA,121,NA
"1076","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",300,1,50,NA,NA,122,NA
"1077","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",300,1,60,NA,NA,120,NA
"1078","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",300,1,70,NA,NA,122,NA
"1079","RP 6","Tsc2_LE_WT","BBN Rxn","50-300ms",300,1,80,NA,NA,120,NA
"1080","RP 6","Tsc2_LE_WT","BBN Rxn","50ms",50,0,-100,531,45,NA,NA
"1081","RP 6","Tsc2_LE_WT","BBN Rxn","50ms",50,1,20,NA,NA,19,172
"1082","RP 6","Tsc2_LE_WT","BBN Rxn","50ms",50,1,30,NA,NA,165,28
"1083","RP 6","Tsc2_LE_WT","BBN Rxn","50ms",50,1,40,NA,NA,190,1
"1084","RP 6","Tsc2_LE_WT","BBN Rxn","50ms",50,1,50,NA,NA,190,NA
"1085","RP 6","Tsc2_LE_WT","BBN Rxn","50ms",50,1,60,NA,NA,192,NA
"1086","RP 6","Tsc2_LE_WT","BBN Rxn","50ms",50,1,70,NA,NA,193,NA
"1087","RP 6","Tsc2_LE_WT","BBN Rxn","50ms",50,1,80,NA,NA,192,NA
"1088","RP 6","Tsc2_LE_WT","BBN TH","100ms",100,0,-100,563,91,NA,NA
"1089","RP 6","Tsc2_LE_WT","BBN TH","100ms",100,1,10,NA,NA,16,70
"1090","RP 6","Tsc2_LE_WT","BBN TH","100ms",100,1,15,NA,NA,20,112
"1091","RP 6","Tsc2_LE_WT","BBN TH","100ms",100,1,20,NA,NA,54,165
"1092","RP 6","Tsc2_LE_WT","BBN TH","100ms",100,1,25,NA,NA,89,43
"1093","RP 6","Tsc2_LE_WT","BBN TH","100ms",100,1,30,NA,NA,213,5
"1094","RP 6","Tsc2_LE_WT","BBN TH","100ms",100,1,35,NA,NA,131,NA
"1095","RP 6","Tsc2_LE_WT","BBN TH","100ms",100,1,40,NA,NA,218,NA
"1096","RP 6","Tsc2_LE_WT","BBN TH","100ms",100,1,45,NA,NA,132,NA
"1097","RP 6","Tsc2_LE_WT","BBN TH","100ms",100,1,50,NA,NA,86,NA
"1098","RP 6","Tsc2_LE_WT","BBN TH","100ms",100,1,60,NA,NA,87,NA
"1099","RP 6","Tsc2_LE_WT","BBN TH","100ms",100,1,70,NA,NA,86,NA
"1100","RP 6","Tsc2_LE_WT","BBN TH","300ms",300,0,-100,494,75,NA,NA
"1101","RP 6","Tsc2_LE_WT","BBN TH","300ms",300,1,10,NA,NA,7,63
"1102","RP 6","Tsc2_LE_WT","BBN TH","300ms",300,1,15,NA,NA,31,88
"1103","RP 6","Tsc2_LE_WT","BBN TH","300ms",300,1,20,NA,NA,105,84
"1104","RP 6","Tsc2_LE_WT","BBN TH","300ms",300,1,25,NA,NA,116,2
"1105","RP 6","Tsc2_LE_WT","BBN TH","300ms",300,1,30,NA,NA,189,2
"1106","RP 6","Tsc2_LE_WT","BBN TH","300ms",300,1,35,NA,NA,120,NA
"1107","RP 6","Tsc2_LE_WT","BBN TH","300ms",300,1,40,NA,NA,189,NA
"1108","RP 6","Tsc2_LE_WT","BBN TH","300ms",300,1,45,NA,NA,119,NA
"1109","RP 6","Tsc2_LE_WT","BBN TH","300ms",300,1,50,NA,NA,71,NA
"1110","RP 6","Tsc2_LE_WT","BBN TH","300ms",300,1,60,NA,NA,71,NA
"1111","RP 6","Tsc2_LE_WT","BBN TH","300ms",300,1,70,NA,NA,69,1
"1112","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",50,1,10,NA,NA,6,23
"1113","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",50,1,15,NA,NA,17,26
"1114","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",50,1,20,NA,NA,26,48
"1115","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",50,1,25,NA,NA,24,19
"1116","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",50,1,30,NA,NA,68,6
"1117","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",50,1,35,NA,NA,43,NA
"1118","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",50,1,40,NA,NA,71,NA
"1119","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",50,1,45,NA,NA,43,NA
"1120","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",50,1,50,NA,NA,29,NA
"1121","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",50,1,60,NA,NA,29,NA
"1122","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",50,1,70,NA,NA,29,NA
"1123","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",100,1,10,NA,NA,5,24
"1124","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",100,1,15,NA,NA,11,32
"1125","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",100,1,20,NA,NA,34,39
"1126","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",100,1,25,NA,NA,36,7
"1127","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",100,1,30,NA,NA,74,NA
"1128","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",100,1,35,NA,NA,43,NA
"1129","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",100,1,40,NA,NA,72,NA
"1130","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",100,1,45,NA,NA,44,NA
"1131","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",100,1,50,NA,NA,29,NA
"1132","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",100,1,60,NA,NA,30,NA
"1133","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",100,1,70,NA,NA,29,NA
"1134","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",300,0,-100,491,162,NA,NA
"1135","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",300,1,10,NA,NA,8,21
"1136","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",300,1,15,NA,NA,15,28
"1137","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",300,1,20,NA,NA,50,23
"1138","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",300,1,25,NA,NA,44,NA
"1139","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",300,1,30,NA,NA,73,NA
"1140","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",300,1,35,NA,NA,43,NA
"1141","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",300,1,40,NA,NA,73,NA
"1142","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",300,1,45,NA,NA,43,NA
"1143","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",300,1,50,NA,NA,29,NA
"1144","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",300,1,60,NA,NA,29,NA
"1145","RP 6","Tsc2_LE_WT","BBN TH","50-300ms",300,1,70,NA,NA,29,NA
"1146","RP 6","Tsc2_LE_WT","BBN TH","50ms",50,0,-100,584,81,NA,NA
"1147","RP 6","Tsc2_LE_WT","BBN TH","50ms",50,1,10,NA,NA,6,90
"1148","RP 6","Tsc2_LE_WT","BBN TH","50ms",50,1,15,NA,NA,26,99
"1149","RP 6","Tsc2_LE_WT","BBN TH","50ms",50,1,20,NA,NA,41,180
"1150","RP 6","Tsc2_LE_WT","BBN TH","50ms",50,1,25,NA,NA,87,38
"1151","RP 6","Tsc2_LE_WT","BBN TH","50ms",50,1,30,NA,NA,201,21
"1152","RP 6","Tsc2_LE_WT","BBN TH","50ms",50,1,35,NA,NA,125,NA
"1153","RP 6","Tsc2_LE_WT","BBN TH","50ms",50,1,40,NA,NA,221,NA
"1154","RP 6","Tsc2_LE_WT","BBN TH","50ms",50,1,45,NA,NA,126,NA
"1155","RP 6","Tsc2_LE_WT","BBN TH","50ms",50,1,50,NA,NA,98,NA
"1156","RP 6","Tsc2_LE_WT","BBN TH","50ms",50,1,60,NA,NA,97,NA
"1157","RP 6","Tsc2_LE_WT","BBN TH","50ms",50,1,70,NA,NA,96,NA
"1158","RP 6","Tsc2_LE_WT","Tone Rxn","16kHz_20-80dB_50ms_4s",50,0,-100,616,173,NA,NA
"1159","RP 6","Tsc2_LE_WT","Tone Rxn","16kHz_20-80dB_50ms_4s",50,1,20,NA,NA,173,92
"1160","RP 6","Tsc2_LE_WT","Tone Rxn","16kHz_20-80dB_50ms_4s",50,1,30,NA,NA,236,28
"1161","RP 6","Tsc2_LE_WT","Tone Rxn","16kHz_20-80dB_50ms_4s",50,1,40,NA,NA,254,7
"1162","RP 6","Tsc2_LE_WT","Tone Rxn","16kHz_20-80dB_50ms_4s",50,1,50,NA,NA,259,3
"1163","RP 6","Tsc2_LE_WT","Tone Rxn","16kHz_20-80dB_50ms_4s",50,1,60,NA,NA,263,NA
"1164","RP 6","Tsc2_LE_WT","Tone Rxn","16kHz_20-80dB_50ms_4s",50,1,70,NA,NA,261,NA
"1165","RP 6","Tsc2_LE_WT","Tone Rxn","16kHz_20-80dB_50ms_4s",50,1,80,NA,NA,261,NA
"1166","RP 6","Tsc2_LE_WT","Tone Rxn","16kHz_30-90dB_50ms_4s",50,0,-100,349,57,NA,NA
"1167","RP 6","Tsc2_LE_WT","Tone Rxn","16kHz_30-90dB_50ms_4s",50,1,30,NA,NA,111,25
"1168","RP 6","Tsc2_LE_WT","Tone Rxn","16kHz_30-90dB_50ms_4s",50,1,40,NA,NA,125,10
"1169","RP 6","Tsc2_LE_WT","Tone Rxn","16kHz_30-90dB_50ms_4s",50,1,50,NA,NA,131,5
"1170","RP 6","Tsc2_LE_WT","Tone Rxn","16kHz_30-90dB_50ms_4s",50,1,60,NA,NA,133,2
"1171","RP 6","Tsc2_LE_WT","Tone Rxn","16kHz_30-90dB_50ms_4s",50,1,70,NA,NA,134,NA
"1172","RP 6","Tsc2_LE_WT","Tone Rxn","16kHz_30-90dB_50ms_4s",50,1,80,NA,NA,136,NA
"1173","RP 6","Tsc2_LE_WT","Tone Rxn","16kHz_30-90dB_50ms_4s",50,1,90,NA,NA,136,NA
"1174","RP 6","Tsc2_LE_WT","Tone TH","16kHz_10-70dB_50ms_4s",50,0,-100,156,81,NA,NA
"1175","RP 6","Tsc2_LE_WT","Tone TH","16kHz_10-70dB_50ms_4s",50,1,10,NA,NA,30,49
"1176","RP 6","Tsc2_LE_WT","Tone TH","16kHz_10-70dB_50ms_4s",50,1,20,NA,NA,64,15
"1177","RP 6","Tsc2_LE_WT","Tone TH","16kHz_10-70dB_50ms_4s",50,1,30,NA,NA,76,3
"1178","RP 6","Tsc2_LE_WT","Tone TH","16kHz_10-70dB_50ms_4s",50,1,40,NA,NA,78,2
"1179","RP 6","Tsc2_LE_WT","Tone TH","16kHz_10-70dB_50ms_4s",50,1,50,NA,NA,79,NA
"1180","RP 6","Tsc2_LE_WT","Tone TH","16kHz_10-70dB_50ms_4s",50,1,60,NA,NA,80,NA
"1181","RP 6","Tsc2_LE_WT","Tone TH","16kHz_10-70dB_50ms_4s",50,1,70,NA,NA,79,NA
"1182","RP 6","Tsc2_LE_WT","Tone TH","16kHz_15-45dB_50ms_4s",50,0,-100,86,40,NA,NA
"1183","RP 6","Tsc2_LE_WT","Tone TH","16kHz_15-45dB_50ms_4s",50,1,15,NA,NA,28,14
"1184","RP 6","Tsc2_LE_WT","Tone TH","16kHz_15-45dB_50ms_4s",50,1,20,NA,NA,33,9
"1185","RP 6","Tsc2_LE_WT","Tone TH","16kHz_15-45dB_50ms_4s",50,1,25,NA,NA,37,4
"1186","RP 6","Tsc2_LE_WT","Tone TH","16kHz_15-45dB_50ms_4s",50,1,30,NA,NA,40,2
"1187","RP 6","Tsc2_LE_WT","Tone TH","16kHz_15-45dB_50ms_4s",50,1,35,NA,NA,40,2
"1188","RP 6","Tsc2_LE_WT","Tone TH","16kHz_15-45dB_50ms_4s",50,1,40,NA,NA,42,NA
"1189","RP 6","Tsc2_LE_WT","Tone TH","16kHz_15-45dB_50ms_4s",50,1,45,NA,NA,41,1
"1190","TP 1","Tsc2_LE_Het","BBN Rxn","100ms",100,0,-100,748,120,NA,NA
"1191","TP 1","Tsc2_LE_Het","BBN Rxn","100ms",100,1,20,NA,NA,133,157
"1192","TP 1","Tsc2_LE_Het","BBN Rxn","100ms",100,1,30,NA,NA,288,3
"1193","TP 1","Tsc2_LE_Het","BBN Rxn","100ms",100,1,40,NA,NA,288,4
"1194","TP 1","Tsc2_LE_Het","BBN Rxn","100ms",100,1,50,NA,NA,287,3
"1195","TP 1","Tsc2_LE_Het","BBN Rxn","100ms",100,1,60,NA,NA,288,2
"1196","TP 1","Tsc2_LE_Het","BBN Rxn","100ms",100,1,70,NA,NA,288,2
"1197","TP 1","Tsc2_LE_Het","BBN Rxn","100ms",100,1,80,NA,NA,290,NA
"1198","TP 1","Tsc2_LE_Het","BBN Rxn","300ms",300,0,-100,699,72,NA,NA
"1199","TP 1","Tsc2_LE_Het","BBN Rxn","300ms",300,1,20,NA,NA,145,113
"1200","TP 1","Tsc2_LE_Het","BBN Rxn","300ms",300,1,30,NA,NA,249,8
"1201","TP 1","Tsc2_LE_Het","BBN Rxn","300ms",300,1,40,NA,NA,247,12
"1202","TP 1","Tsc2_LE_Het","BBN Rxn","300ms",300,1,50,NA,NA,249,9
"1203","TP 1","Tsc2_LE_Het","BBN Rxn","300ms",300,1,60,NA,NA,245,12
"1204","TP 1","Tsc2_LE_Het","BBN Rxn","300ms",300,1,70,NA,NA,252,5
"1205","TP 1","Tsc2_LE_Het","BBN Rxn","300ms",300,1,80,NA,NA,255,3
"1206","TP 1","Tsc2_LE_Het","BBN Rxn","50ms",50,0,-100,270,49,NA,NA
"1207","TP 1","Tsc2_LE_Het","BBN Rxn","50ms",50,1,20,NA,NA,34,74
"1208","TP 1","Tsc2_LE_Het","BBN Rxn","50ms",50,1,30,NA,NA,91,15
"1209","TP 1","Tsc2_LE_Het","BBN Rxn","50ms",50,1,40,NA,NA,105,2
"1210","TP 1","Tsc2_LE_Het","BBN Rxn","50ms",50,1,50,NA,NA,105,1
"1211","TP 1","Tsc2_LE_Het","BBN Rxn","50ms",50,1,60,NA,NA,106,NA
"1212","TP 1","Tsc2_LE_Het","BBN Rxn","50ms",50,1,70,NA,NA,106,NA
"1213","TP 1","Tsc2_LE_Het","BBN Rxn","50ms",50,1,80,NA,NA,107,NA
"1214","TP 1","Tsc2_LE_Het","BBN TH","100ms",100,0,-100,456,142,NA,NA
"1215","TP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,10,NA,NA,33,48
"1216","TP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,15,NA,NA,50,67
"1217","TP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,20,NA,NA,94,105
"1218","TP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,25,NA,NA,94,23
"1219","TP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,30,NA,NA,193,7
"1220","TP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,35,NA,NA,117,1
"1221","TP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,40,NA,NA,197,1
"1222","TP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,45,NA,NA,117,NA
"1223","TP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,50,NA,NA,81,1
"1224","TP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,60,NA,NA,82,NA
"1225","TP 1","Tsc2_LE_Het","BBN TH","100ms",100,1,70,NA,NA,80,NA
"1226","TP 1","Tsc2_LE_Het","BBN TH","300ms",300,0,-100,635,68,NA,NA
"1227","TP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,10,NA,NA,8,80
"1228","TP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,15,NA,NA,23,124
"1229","TP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,20,NA,NA,141,92
"1230","TP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,25,NA,NA,145,2
"1231","TP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,30,NA,NA,232,1
"1232","TP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,35,NA,NA,147,NA
"1233","TP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,40,NA,NA,234,1
"1234","TP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,45,NA,NA,148,NA
"1235","TP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,50,NA,NA,86,1
"1236","TP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,60,NA,NA,87,NA
"1237","TP 1","Tsc2_LE_Het","BBN TH","300ms",300,1,70,NA,NA,87,NA
"1238","TP 2","Tsc2_LE_WT","BBN Rxn","100ms",100,0,-100,363,26,NA,NA
"1239","TP 2","Tsc2_LE_WT","BBN Rxn","100ms",100,1,20,NA,NA,37,93
"1240","TP 2","Tsc2_LE_WT","BBN Rxn","100ms",100,1,30,NA,NA,123,10
"1241","TP 2","Tsc2_LE_WT","BBN Rxn","100ms",100,1,40,NA,NA,126,4
"1242","TP 2","Tsc2_LE_WT","BBN Rxn","100ms",100,1,50,NA,NA,128,4
"1243","TP 2","Tsc2_LE_WT","BBN Rxn","100ms",100,1,60,NA,NA,128,3
"1244","TP 2","Tsc2_LE_WT","BBN Rxn","100ms",100,1,70,NA,NA,127,4
"1245","TP 2","Tsc2_LE_WT","BBN Rxn","100ms",100,1,80,NA,NA,130,NA
"1246","TP 2","Tsc2_LE_WT","BBN Rxn","300ms",300,0,-100,407,53,NA,NA
"1247","TP 2","Tsc2_LE_WT","BBN Rxn","300ms",300,1,10,NA,NA,7,22
"1248","TP 2","Tsc2_LE_WT","BBN Rxn","300ms",300,1,20,NA,NA,109,46
"1249","TP 2","Tsc2_LE_WT","BBN Rxn","300ms",300,1,30,NA,NA,150,3
"1250","TP 2","Tsc2_LE_WT","BBN Rxn","300ms",300,1,40,NA,NA,149,5
"1251","TP 2","Tsc2_LE_WT","BBN Rxn","300ms",300,1,50,NA,NA,143,11
"1252","TP 2","Tsc2_LE_WT","BBN Rxn","300ms",300,1,60,NA,NA,146,8
"1253","TP 2","Tsc2_LE_WT","BBN Rxn","300ms",300,1,70,NA,NA,153,1
"1254","TP 2","Tsc2_LE_WT","BBN Rxn","300ms",300,1,80,NA,NA,125,NA
"1255","TP 2","Tsc2_LE_WT","BBN Rxn","50ms",50,0,-100,362,31,NA,NA
"1256","TP 2","Tsc2_LE_WT","BBN Rxn","50ms",50,1,20,NA,NA,33,99
"1257","TP 2","Tsc2_LE_WT","BBN Rxn","50ms",50,1,30,NA,NA,110,22
"1258","TP 2","Tsc2_LE_WT","BBN Rxn","50ms",50,1,40,NA,NA,129,3
"1259","TP 2","Tsc2_LE_WT","BBN Rxn","50ms",50,1,50,NA,NA,125,6
"1260","TP 2","Tsc2_LE_WT","BBN Rxn","50ms",50,1,60,NA,NA,130,1
"1261","TP 2","Tsc2_LE_WT","BBN Rxn","50ms",50,1,70,NA,NA,128,3
"1262","TP 2","Tsc2_LE_WT","BBN Rxn","50ms",50,1,80,NA,NA,131,NA
"1263","TP 2","Tsc2_LE_WT","BBN TH","100ms",100,0,-100,448,66,NA,NA
"1264","TP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,10,NA,NA,8,51
"1265","TP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,15,NA,NA,13,100
"1266","TP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,20,NA,NA,72,100
"1267","TP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,25,NA,NA,93,20
"1268","TP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,30,NA,NA,161,11
"1269","TP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,35,NA,NA,109,2
"1270","TP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,40,NA,NA,169,4
"1271","TP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,45,NA,NA,111,NA
"1272","TP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,50,NA,NA,58,1
"1273","TP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,60,NA,NA,59,NA
"1274","TP 2","Tsc2_LE_WT","BBN TH","100ms",100,1,70,NA,NA,57,2
"1275","TP 2","Tsc2_LE_WT","BBN TH","300ms",300,0,-100,350,41,NA,NA
"1276","TP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,10,NA,NA,7,23
"1277","TP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,15,NA,NA,17,85
"1278","TP 2","Tsc2_LE_WT","BBN TH","300ms",300,1,20,NA,NA,93,38
