"","ID","Genotype","Duration","Dur (ms)","Intensity","Phase","count","Rxn"
"67","GP 1","Tsc2_LE_Het","Mix",100,60,"BBN TH",2,269.191925925926
"68","GP 1","Tsc2_LE_Het","Mix",100,70,"BBN Rxn",3,225.90652173913
"69","GP 1","Tsc2_LE_Het","Mix",100,70,"BBN TH",2,265.997740740741
"70","GP 1","Tsc2_LE_Het","Mix",100,80,"BBN Rxn",3,218.571760869565
"71","GP 1","Tsc2_LE_Het","Mix",300,20,"BBN Rxn",3,500.512
"72","GP 1","Tsc2_LE_Het","Mix",300,20,"BBN TH",3,448.690954545455
"73","GP 1","Tsc2_LE_Het","Mix",300,25,"BBN TH",1,307.38475
"74","GP 1","Tsc2_LE_Het","Mix",300,30,"BBN Rxn",3,274.782066666667
"75","GP 1","Tsc2_LE_Het","Mix",300,30,"BBN TH",3,275.452282051282
"76","GP 1","Tsc2_LE_Het","Mix",300,35,"BBN TH",1,264.0615
"77","GP 1","Tsc2_LE_Het","Mix",300,40,"BBN Rxn",3,244.42852173913
"78","GP 1","Tsc2_LE_Het","Mix",300,40,"BBN TH",3,252.8761
"79","GP 1","Tsc2_LE_Het","Mix",300,45,"BBN TH",1,276.319846153846
"80","GP 1","Tsc2_LE_Het","Mix",300,50,"BBN Rxn",3,234.079723404255
"81","GP 1","Tsc2_LE_Het","Mix",300,50,"BBN TH",2,268.740851851852
"82","GP 1","Tsc2_LE_Het","Mix",300,60,"BBN Rxn",3,252.616173913043
"83","GP 1","Tsc2_LE_Het","Mix",300,60,"BBN TH",2,205.220851851852
"84","GP 1","Tsc2_LE_Het","Mix",300,70,"BBN Rxn",3,211.425065217391
"85","GP 1","Tsc2_LE_Het","Mix",300,70,"BBN TH",2,234.503814814815
"86","GP 1","Tsc2_LE_Het","Mix",300,80,"BBN Rxn",3,190.57352173913
"87","GP 1","Tsc2_LE_Het","Rotating",50,30,"BBN Rotating",4,351.90723015873
"88","GP 1","Tsc2_LE_Het","Alone",50,30,"BBN Rxn",6,306.349285714286
"89","GP 1","Tsc2_LE_Het","Alone",50,30,"BBN TH",6,314.289205741627
"90","GP 1","Tsc2_LE_Het","Alone",50,35,"BBN TH",4,268.270537313433
"91","GP 1","Tsc2_LE_Het","Rotating",50,40,"BBN Rotating",4,289.004761111111
"92","GP 1","Tsc2_LE_Het","Alone",50,40,"BBN Rxn",6,235.006874045802
"93","GP 1","Tsc2_LE_Het","Alone",50,40,"BBN TH",6,234.466244725738
"94","GP 1","Tsc2_LE_Het","Alone",50,45,"BBN TH",4,223.023120567376
"95","GP 1","Tsc2_LE_Het","Rotating",50,50,"BBN Rotating",4,260.373447368421
"96","GP 1","Tsc2_LE_Het","Alone",50,50,"BBN Rxn",6,212.379640151515
"97","GP 1","Tsc2_LE_Het","Alone",50,50,"BBN TH",2,202.762020618557
"98","GP 1","Tsc2_LE_Het","Rotating",50,60,"BBN Rotating",4,276.410984293194
"99","GP 1","Tsc2_LE_Het","Alone",50,60,"BBN Rxn",6,196.783766037736
"100","GP 1","Tsc2_LE_Het","Alone",50,60,"BBN TH",2,202.642680412371
"101","GP 1","Tsc2_LE_Het","Rotating",50,70,"BBN Rotating",4,252.743668421053
"102","GP 1","Tsc2_LE_Het","Alone",50,70,"BBN Rxn",6,181.09575
"103","GP 1","Tsc2_LE_Het","Alone",50,70,"BBN TH",2,171.843979166667
"104","GP 1","Tsc2_LE_Het","Rotating",50,80,"BBN Rotating",4,238.37434375
