"","ID","Genotype","Duration","Dur (ms)","Intensity","Phase","count","Rxn"
"36","GP 1","Tsc2_LE_Het","Rotating",300,60,"BBN Rotating",4,239.346215384615
"37","GP 1","Tsc2_LE_Het","Alone",300,60,"BBN Rxn",5,122.232068783069
"38","GP 1","Tsc2_LE_Het","Alone",300,60,"BBN TH",2,121.931565789474
"39","GP 1","Tsc2_LE_Het","Rotating",300,70,"BBN Rotating",4,213.360833333333
"40","GP 1","Tsc2_LE_Het","Alone",300,70,"BBN Rxn",5,102.54718556701
"41","GP 1","Tsc2_LE_Het","Alone",300,70,"BBN TH",2,87.8439746835443
"42","GP 1","Tsc2_LE_Het","Rotating",300,80,"BBN Rotating",4,177.826572864322
"43","GP 1","Tsc2_LE_Het","Alone",300,80,"BBN Rxn",5,63.197618556701
"44","GP 1","Tsc2_LE_Het","Mix",50,30,"BBN Rxn",3,323.868081081081
"45","GP 1","Tsc2_LE_Het","Mix",50,30,"BBN TH",3,306.893433333333
"46","GP 1","Tsc2_LE_Het","Mix",50,35,"BBN TH",1,211.383090909091
"47","GP 1","Tsc2_LE_Het","Mix",50,40,"BBN Rxn",3,258.932844444444
"48","GP 1","Tsc2_LE_Het","Mix",50,40,"BBN TH",3,259.108536585366
"49","GP 1","Tsc2_LE_Het","Mix",50,45,"BBN TH",1,231.950076923077
"50","GP 1","Tsc2_LE_Het","Mix",50,50,"BBN Rxn",3,268.869276595745
"51","GP 1","Tsc2_LE_Het","Mix",50,50,"BBN TH",2,240.862222222222
"52","GP 1","Tsc2_LE_Het","Mix",50,60,"BBN Rxn",3,243.05385106383
"53","GP 1","Tsc2_LE_Het","Mix",50,60,"BBN TH",2,273.377962962963
"54","GP 1","Tsc2_LE_Het","Mix",50,70,"BBN Rxn",3,256.439466666667
"55","GP 1","Tsc2_LE_Het","Mix",50,70,"BBN TH",2,265.264481481481
"56","GP 1","Tsc2_LE_Het","Mix",50,80,"BBN Rxn",3,212.203955555556
"57","GP 1","Tsc2_LE_Het","Mix",100,25,"BBN TH",1,303.2058
"58","GP 1","Tsc2_LE_Het","Mix",100,30,"BBN Rxn",3,278.551558139535
"59","GP 1","Tsc2_LE_Het","Mix",100,30,"BBN TH",3,273.232
"60","GP 1","Tsc2_LE_Het","Mix",100,35,"BBN TH",1,238.37625
"61","GP 1","Tsc2_LE_Het","Mix",100,40,"BBN Rxn",3,275.38047826087
"62","GP 1","Tsc2_LE_Het","Mix",100,40,"BBN TH",3,256.663564102564
"63","GP 1","Tsc2_LE_Het","Mix",100,45,"BBN TH",1,277.798230769231
"64","GP 1","Tsc2_LE_Het","Mix",100,50,"BBN Rxn",3,256.593326086956
"65","GP 1","Tsc2_LE_Het","Mix",100,50,"BBN TH",2,254.863222222222
"66","GP 1","Tsc2_LE_Het","Mix",100,60,"BBN Rxn",3,247.709266666667
