"","ID","Genotype","Phase","Duration","Dur (ms)","Type","Inten (dB)","CR","FA","Hit","Miss"
"578","BP5","Fmr1-LE_KO","BBN Rxn","50-300ms",300,1,30,NA,NA,119,4
"579","BP5","Fmr1-LE_KO","BBN Rxn","50-300ms",300,1,40,NA,NA,121,NA
"580","BP5","Fmr1-LE_KO","BBN Rxn","50-300ms",300,1,50,NA,NA,120,NA
"581","BP5","Fmr1-LE_KO","BBN Rxn","50-300ms",300,1,60,NA,NA,122,NA
"582","BP5","Fmr1-LE_KO","BBN Rxn","50-300ms",300,1,70,NA,NA,120,NA
"583","BP5","Fmr1-LE_KO","BBN Rxn","50-300ms",300,1,80,NA,NA,121,NA
"584","BP5","Fmr1-LE_KO","BBN Rxn","50ms",50,0,-100,701,53,NA,NA
"585","BP5","Fmr1-LE_KO","BBN Rxn","50ms",50,1,20,NA,NA,14,237
"586","BP5","Fmr1-LE_KO","BBN Rxn","50ms",50,1,30,NA,NA,146,105
"587","BP5","Fmr1-LE_KO","BBN Rxn","50ms",50,1,40,NA,NA,239,11
"588","BP5","Fmr1-LE_KO","BBN Rxn","50ms",50,1,50,NA,NA,246,4
"589","BP5","Fmr1-LE_KO","BBN Rxn","50ms",50,1,60,NA,NA,250,2
"590","BP5","Fmr1-LE_KO","BBN Rxn","50ms",50,1,70,NA,NA,249,3
"591","BP5","Fmr1-LE_KO","BBN Rxn","50ms",50,1,80,NA,NA,251,1
"592","BP5","Fmr1-LE_KO","BBN TH","100ms",100,0,-100,459,114,NA,NA
"593","BP5","Fmr1-LE_KO","BBN TH","100ms",100,1,10,NA,NA,14,83
"594","BP5","Fmr1-LE_KO","BBN TH","100ms",100,1,15,NA,NA,20,72
"595","BP5","Fmr1-LE_KO","BBN TH","100ms",100,1,20,NA,NA,32,158
"596","BP5","Fmr1-LE_KO","BBN TH","100ms",100,1,25,NA,NA,35,58
"597","BP5","Fmr1-LE_KO","BBN TH","100ms",100,1,30,NA,NA,142,49
"598","BP5","Fmr1-LE_KO","BBN TH","100ms",100,1,35,NA,NA,88,5
"599","BP5","Fmr1-LE_KO","BBN TH","100ms",100,1,40,NA,NA,188,3
"600","BP5","Fmr1-LE_KO","BBN TH","100ms",100,1,45,NA,NA,94,NA
"601","BP5","Fmr1-LE_KO","BBN TH","100ms",100,1,50,NA,NA,98,NA
"602","BP5","Fmr1-LE_KO","BBN TH","100ms",100,1,60,NA,NA,97,NA
"603","BP5","Fmr1-LE_KO","BBN TH","100ms",100,1,70,NA,NA,97,NA
"604","BP5","Fmr1-LE_KO","BBN TH","300ms",300,0,-100,612,239,NA,NA
"605","BP5","Fmr1-LE_KO","BBN TH","300ms",300,1,10,NA,NA,38,80
"606","BP5","Fmr1-LE_KO","BBN TH","300ms",300,1,15,NA,NA,43,121
"607","BP5","Fmr1-LE_KO","BBN TH","300ms",300,1,20,NA,NA,105,177
"608","BP5","Fmr1-LE_KO","BBN TH","300ms",300,1,25,NA,NA,115,51
"609","BP5","Fmr1-LE_KO","BBN TH","300ms",300,1,30,NA,NA,249,34
"610","BP5","Fmr1-LE_KO","BBN TH","300ms",300,1,35,NA,NA,157,8
"611","BP5","Fmr1-LE_KO","BBN TH","300ms",300,1,40,NA,NA,274,10
"612","BP5","Fmr1-LE_KO","BBN TH","300ms",300,1,45,NA,NA,165,NA
"613","BP5","Fmr1-LE_KO","BBN TH","300ms",300,1,50,NA,NA,106,13
"614","BP5","Fmr1-LE_KO","BBN TH","300ms",300,1,60,NA,NA,107,11
"615","BP5","Fmr1-LE_KO","BBN TH","300ms",300,1,70,NA,NA,103,14
"616","BP5","Fmr1-LE_KO","BBN TH","50-300ms",50,1,10,NA,NA,2,35
"617","BP5","Fmr1-LE_KO","BBN TH","50-300ms",50,1,15,NA,NA,5,43
"618","BP5","Fmr1-LE_KO","BBN TH","50-300ms",50,1,20,NA,NA,10,75
"619","BP5","Fmr1-LE_KO","BBN TH","50-300ms",50,1,25,NA,NA,15,34
"620","BP5","Fmr1-LE_KO","BBN TH","50-300ms",50,1,30,NA,NA,55,30
"621","BP5","Fmr1-LE_KO","BBN TH","50-300ms",50,1,35,NA,NA,47,1
"622","BP5","Fmr1-LE_KO","BBN TH","50-300ms",50,1,40,NA,NA,85,NA
"623","BP5","Fmr1-LE_KO","BBN TH","50-300ms",50,1,45,NA,NA,48,NA
"624","BP5","Fmr1-LE_KO","BBN TH","50-300ms",50,1,50,NA,NA,36,NA
"625","BP5","Fmr1-LE_KO","BBN TH","50-300ms",50,1,60,NA,NA,37,NA
"626","BP5","Fmr1-LE_KO","BBN TH","50-300ms",50,1,70,NA,NA,36,1
"627","BP5","Fmr1-LE_KO","BBN TH","50-300ms",100,1,10,NA,NA,2,35
"628","BP5","Fmr1-LE_KO","BBN TH","50-300ms",100,1,15,NA,NA,9,39
"629","BP5","Fmr1-LE_KO","BBN TH","50-300ms",100,1,20,NA,NA,8,77
"630","BP5","Fmr1-LE_KO","BBN TH","50-300ms",100,1,25,NA,NA,27,22
"631","BP5","Fmr1-LE_KO","BBN TH","50-300ms",100,1,30,NA,NA,74,11
"632","BP5","Fmr1-LE_KO","BBN TH","50-300ms",100,1,35,NA,NA,48,1
"633","BP5","Fmr1-LE_KO","BBN TH","50-300ms",100,1,40,NA,NA,85,1
"634","BP5","Fmr1-LE_KO","BBN TH","50-300ms",100,1,45,NA,NA,49,NA
"635","BP5","Fmr1-LE_KO","BBN TH","50-300ms",100,1,50,NA,NA,36,NA
"636","BP5","Fmr1-LE_KO","BBN TH","50-300ms",100,1,60,NA,NA,37,NA
"637","BP5","Fmr1-LE_KO","BBN TH","50-300ms",100,1,70,NA,NA,37,NA
"638","BP5","Fmr1-LE_KO","BBN TH","50-300ms",300,0,-100,674,91,NA,NA
"639","BP5","Fmr1-LE_KO","BBN TH","50-300ms",300,1,10,NA,NA,7,29
"640","BP5","Fmr1-LE_KO","BBN TH","50-300ms",300,1,15,NA,NA,9,40
"641","BP5","Fmr1-LE_KO","BBN TH","50-300ms",300,1,20,NA,NA,17,69
"642","BP5","Fmr1-LE_KO","BBN TH","50-300ms",300,1,25,NA,NA,41,7
"643","BP5","Fmr1-LE_KO","BBN TH","50-300ms",300,1,30,NA,NA,86,1
"644","BP5","Fmr1-LE_KO","BBN TH","50-300ms",300,1,35,NA,NA,48,NA
"645","BP5","Fmr1-LE_KO","BBN TH","50-300ms",300,1,40,NA,NA,88,NA
"646","BP5","Fmr1-LE_KO","BBN TH","50-300ms",300,1,45,NA,NA,48,NA
"647","BP5","Fmr1-LE_KO","BBN TH","50-300ms",300,1,50,NA,NA,37,NA
"648","BP5","Fmr1-LE_KO","BBN TH","50-300ms",300,1,60,NA,NA,37,NA
"649","BP5","Fmr1-LE_KO","BBN TH","50-300ms",300,1,70,NA,NA,37,NA
"650","BP5","Fmr1-LE_KO","BBN TH","50ms",50,0,-100,673,83,NA,NA
"651","BP5","Fmr1-LE_KO","BBN TH","50ms",50,1,10,NA,NA,9,97
"652","BP5","Fmr1-LE_KO","BBN TH","50ms",50,1,15,NA,NA,16,131
"653","BP5","Fmr1-LE_KO","BBN TH","50ms",50,1,20,NA,NA,35,218
"654","BP5","Fmr1-LE_KO","BBN TH","50ms",50,1,25,NA,NA,51,95
"655","BP5","Fmr1-LE_KO","BBN TH","50ms",50,1,30,NA,NA,181,70
"656","BP5","Fmr1-LE_KO","BBN TH","50ms",50,1,35,NA,NA,140,7
"657","BP5","Fmr1-LE_KO","BBN TH","50ms",50,1,40,NA,NA,246,8
"658","BP5","Fmr1-LE_KO","BBN TH","50ms",50,1,45,NA,NA,147,NA
"659","BP5","Fmr1-LE_KO","BBN TH","50ms",50,1,50,NA,NA,102,4
"660","BP5","Fmr1-LE_KO","BBN TH","50ms",50,1,60,NA,NA,104,1
"661","BP5","Fmr1-LE_KO","BBN TH","50ms",50,1,70,NA,NA,106,NA
"662","BP6","Fmr1-LE_WT","BBN Rotating","100ms",100,0,-100,405,67,NA,NA
"663","BP6","Fmr1-LE_WT","BBN Rotating","100ms",100,1,20,NA,NA,83,74
"664","BP6","Fmr1-LE_WT","BBN Rotating","100ms",100,1,30,NA,NA,149,8
"665","BP6","Fmr1-LE_WT","BBN Rotating","100ms",100,1,40,NA,NA,153,4
"666","BP6","Fmr1-LE_WT","BBN Rotating","100ms",100,1,50,NA,NA,158,NA
"667","BP6","Fmr1-LE_WT","BBN Rotating","100ms",100,1,60,NA,NA,157,NA
"668","BP6","Fmr1-LE_WT","BBN Rotating","100ms",100,1,70,NA,NA,155,NA
"669","BP6","Fmr1-LE_WT","BBN Rotating","100ms",100,1,80,NA,NA,156,NA
"670","BP6","Fmr1-LE_WT","BBN Rotating","300ms",300,0,-100,441,63,NA,NA
"671","BP6","Fmr1-LE_WT","BBN Rotating","300ms",300,1,20,NA,NA,106,63
"672","BP6","Fmr1-LE_WT","BBN Rotating","300ms",300,1,30,NA,NA,168,NA
"673","BP6","Fmr1-LE_WT","BBN Rotating","300ms",300,1,40,NA,NA,168,NA
"674","BP6","Fmr1-LE_WT","BBN Rotating","300ms",300,1,50,NA,NA,167,NA
"675","BP6","Fmr1-LE_WT","BBN Rotating","300ms",300,1,60,NA,NA,169,NA
"676","BP6","Fmr1-LE_WT","BBN Rotating","300ms",300,1,70,NA,NA,168,NA
"677","BP6","Fmr1-LE_WT","BBN Rotating","300ms",300,1,80,NA,NA,169,NA
"678","BP6","Fmr1-LE_WT","BBN Rotating","50ms",50,0,-100,439,95,NA,NA
"679","BP6","Fmr1-LE_WT","BBN Rotating","50ms",50,1,20,NA,NA,76,103
"680","BP6","Fmr1-LE_WT","BBN Rotating","50ms",50,1,30,NA,NA,162,16
"681","BP6","Fmr1-LE_WT","BBN Rotating","50ms",50,1,40,NA,NA,176,2
"682","BP6","Fmr1-LE_WT","BBN Rotating","50ms",50,1,50,NA,NA,176,1
"683","BP6","Fmr1-LE_WT","BBN Rotating","50ms",50,1,60,NA,NA,177,NA
"684","BP6","Fmr1-LE_WT","BBN Rotating","50ms",50,1,70,NA,NA,177,NA
"685","BP6","Fmr1-LE_WT","BBN Rotating","50ms",50,1,80,NA,NA,177,NA
"686","BP6","Fmr1-LE_WT","BBN Rxn","100ms",100,0,-100,782,243,NA,NA
"687","BP6","Fmr1-LE_WT","BBN Rxn","100ms",100,1,20,NA,NA,157,185
"688","BP6","Fmr1-LE_WT","BBN Rxn","100ms",100,1,30,NA,NA,335,7
"689","BP6","Fmr1-LE_WT","BBN Rxn","100ms",100,1,40,NA,NA,341,1
"690","BP6","Fmr1-LE_WT","BBN Rxn","100ms",100,1,50,NA,NA,341,2
"691","BP6","Fmr1-LE_WT","BBN Rxn","100ms",100,1,60,NA,NA,340,NA
"692","BP6","Fmr1-LE_WT","BBN Rxn","100ms",100,1,70,NA,NA,341,NA
"693","BP6","Fmr1-LE_WT","BBN Rxn","100ms",100,1,80,NA,NA,341,NA
"694","BP6","Fmr1-LE_WT","BBN Rxn","300ms",300,0,-100,566,102,NA,NA
"695","BP6","Fmr1-LE_WT","BBN Rxn","300ms",300,1,20,NA,NA,170,51
"696","BP6","Fmr1-LE_WT","BBN Rxn","300ms",300,1,30,NA,NA,224,NA
"697","BP6","Fmr1-LE_WT","BBN Rxn","300ms",300,1,40,NA,NA,223,NA
"698","BP6","Fmr1-LE_WT","BBN Rxn","300ms",300,1,50,NA,NA,222,NA
"699","BP6","Fmr1-LE_WT","BBN Rxn","300ms",300,1,60,NA,NA,222,NA
"700","BP6","Fmr1-LE_WT","BBN Rxn","300ms",300,1,70,NA,NA,221,1
"701","BP6","Fmr1-LE_WT","BBN Rxn","300ms",300,1,80,NA,NA,224,NA
"702","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",50,1,20,NA,NA,21,20
"703","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",50,1,30,NA,NA,38,1
"704","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",50,1,40,NA,NA,39,1
"705","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",50,1,50,NA,NA,38,1
"706","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",50,1,60,NA,NA,40,NA
"707","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",50,1,70,NA,NA,40,NA
"708","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",50,1,80,NA,NA,40,NA
"709","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",100,1,20,NA,NA,20,20
"710","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",100,1,30,NA,NA,39,1
"711","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",100,1,40,NA,NA,42,NA
"712","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",100,1,50,NA,NA,41,NA
"713","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",100,1,60,NA,NA,41,NA
"714","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",100,1,70,NA,NA,40,NA
"715","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",100,1,80,NA,NA,41,NA
"716","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",300,0,-100,319,44,NA,NA
"717","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",300,1,20,NA,NA,28,13
"718","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",300,1,30,NA,NA,42,NA
"719","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",300,1,40,NA,NA,40,NA
"720","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",300,1,50,NA,NA,40,NA
"721","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",300,1,60,NA,NA,40,NA
"722","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",300,1,70,NA,NA,41,NA
"723","BP6","Fmr1-LE_WT","BBN Rxn","50-300ms",300,1,80,NA,NA,40,NA
"724","BP6","Fmr1-LE_WT","BBN Rxn","50ms",50,0,-100,625,171,NA,NA
"725","BP6","Fmr1-LE_WT","BBN Rxn","50ms",50,1,20,NA,NA,85,180
"726","BP6","Fmr1-LE_WT","BBN Rxn","50ms",50,1,30,NA,NA,225,42
"727","BP6","Fmr1-LE_WT","BBN Rxn","50ms",50,1,40,NA,NA,258,7
"728","BP6","Fmr1-LE_WT","BBN Rxn","50ms",50,1,50,NA,NA,265,2
"729","BP6","Fmr1-LE_WT","BBN Rxn","50ms",50,1,60,NA,NA,264,1
"730","BP6","Fmr1-LE_WT","BBN Rxn","50ms",50,1,70,NA,NA,265,NA
"731","BP6","Fmr1-LE_WT","BBN Rxn","50ms",50,1,80,NA,NA,266,NA
"732","BP6","Fmr1-LE_WT","BBN TH","100ms",100,0,-100,293,201,NA,NA
"733","BP6","Fmr1-LE_WT","BBN TH","100ms",100,1,10,NA,NA,17,57
"734","BP6","Fmr1-LE_WT","BBN TH","100ms",100,1,15,NA,NA,49,41
"735","BP6","Fmr1-LE_WT","BBN TH","100ms",100,1,20,NA,NA,101,62
"736","BP6","Fmr1-LE_WT","BBN TH","100ms",100,1,25,NA,NA,77,14
"737","BP6","Fmr1-LE_WT","BBN TH","100ms",100,1,30,NA,NA,160,3
"738","BP6","Fmr1-LE_WT","BBN TH","100ms",100,1,35,NA,NA,90,1
"739","BP6","Fmr1-LE_WT","BBN TH","100ms",100,1,40,NA,NA,167,NA
"740","BP6","Fmr1-LE_WT","BBN TH","100ms",100,1,45,NA,NA,91,NA
"741","BP6","Fmr1-LE_WT","BBN TH","100ms",100,1,50,NA,NA,73,NA
"742","BP6","Fmr1-LE_WT","BBN TH","100ms",100,1,60,NA,NA,73,NA
"743","BP6","Fmr1-LE_WT","BBN TH","100ms",100,1,70,NA,NA,74,NA
"744","BP6","Fmr1-LE_WT","BBN TH","300ms",300,0,-100,462,143,NA,NA
"745","BP6","Fmr1-LE_WT","BBN TH","300ms",300,1,10,NA,NA,27,73
"746","BP6","Fmr1-LE_WT","BBN TH","300ms",300,1,15,NA,NA,55,48
"747","BP6","Fmr1-LE_WT","BBN TH","300ms",300,1,20,NA,NA,153,49
"748","BP6","Fmr1-LE_WT","BBN TH","300ms",300,1,25,NA,NA,99,5
"749","BP6","Fmr1-LE_WT","BBN TH","300ms",300,1,30,NA,NA,201,1
"750","BP6","Fmr1-LE_WT","BBN TH","300ms",300,1,35,NA,NA,103,NA
"751","BP6","Fmr1-LE_WT","BBN TH","300ms",300,1,40,NA,NA,199,NA
"752","BP6","Fmr1-LE_WT","BBN TH","300ms",300,1,45,NA,NA,103,NA
"753","BP6","Fmr1-LE_WT","BBN TH","300ms",300,1,50,NA,NA,99,NA
"754","BP6","Fmr1-LE_WT","BBN TH","300ms",300,1,60,NA,NA,97,1
"755","BP6","Fmr1-LE_WT","BBN TH","300ms",300,1,70,NA,NA,100,NA
"756","BP6","Fmr1-LE_WT","BBN TH","50ms",50,0,-100,308,183,NA,NA
"757","BP6","Fmr1-LE_WT","BBN TH","50ms",50,1,10,NA,NA,23,53
"758","BP6","Fmr1-LE_WT","BBN TH","50ms",50,1,15,NA,NA,51,38
"759","BP6","Fmr1-LE_WT","BBN TH","50ms",50,1,20,NA,NA,87,76
"760","BP6","Fmr1-LE_WT","BBN TH","50ms",50,1,25,NA,NA,76,14
"761","BP6","Fmr1-LE_WT","BBN TH","50ms",50,1,30,NA,NA,148,14
"762","BP6","Fmr1-LE_WT","BBN TH","50ms",50,1,35,NA,NA,87,1
"763","BP6","Fmr1-LE_WT","BBN TH","50ms",50,1,40,NA,NA,161,2
"764","BP6","Fmr1-LE_WT","BBN TH","50ms",50,1,45,NA,NA,87,NA
"765","BP6","Fmr1-LE_WT","BBN TH","50ms",50,1,50,NA,NA,75,NA
"766","BP6","Fmr1-LE_WT","BBN TH","50ms",50,1,60,NA,NA,75,NA
"767","BP6","Fmr1-LE_WT","BBN TH","50ms",50,1,70,NA,NA,75,NA
"768","LP1","Fmr1-LE_KO","BBN Rotating","100ms",100,0,-100,374,83,NA,NA
"769","LP1","Fmr1-LE_KO","BBN Rotating","100ms",100,1,20,NA,NA,33,119
"770","LP1","Fmr1-LE_KO","BBN Rotating","100ms",100,1,30,NA,NA,131,21
"771","LP1","Fmr1-LE_KO","BBN Rotating","100ms",100,1,40,NA,NA,152,1
"772","LP1","Fmr1-LE_KO","BBN Rotating","100ms",100,1,50,NA,NA,153,NA
"773","LP1","Fmr1-LE_KO","BBN Rotating","100ms",100,1,60,NA,NA,151,2
"774","LP1","Fmr1-LE_KO","BBN Rotating","100ms",100,1,70,NA,NA,153,NA
"775","LP1","Fmr1-LE_KO","BBN Rotating","100ms",100,1,80,NA,NA,153,NA
"776","LP1","Fmr1-LE_KO","BBN Rotating","300ms",300,0,-100,290,26,NA,NA
"777","LP1","Fmr1-LE_KO","BBN Rotating","300ms",300,1,20,NA,NA,16,91
"778","LP1","Fmr1-LE_KO","BBN Rotating","300ms",300,1,30,NA,NA,99,6
"779","LP1","Fmr1-LE_KO","BBN Rotating","300ms",300,1,40,NA,NA,105,NA
"780","LP1","Fmr1-LE_KO","BBN Rotating","300ms",300,1,50,NA,NA,104,1
"781","LP1","Fmr1-LE_KO","BBN Rotating","300ms",300,1,60,NA,NA,106,NA
"782","LP1","Fmr1-LE_KO","BBN Rotating","300ms",300,1,70,NA,NA,104,NA
"783","LP1","Fmr1-LE_KO","BBN Rotating","300ms",300,1,80,NA,NA,105,NA
"784","LP1","Fmr1-LE_KO","BBN Rotating","50ms",50,0,-100,280,64,NA,NA
"785","LP1","Fmr1-LE_KO","BBN Rotating","50ms",50,1,20,NA,NA,22,92
"786","LP1","Fmr1-LE_KO","BBN Rotating","50ms",50,1,30,NA,NA,78,37
"787","LP1","Fmr1-LE_KO","BBN Rotating","50ms",50,1,40,NA,NA,112,3
"788","LP1","Fmr1-LE_KO","BBN Rotating","50ms",50,1,50,NA,NA,113,1
"789","LP1","Fmr1-LE_KO","BBN Rotating","50ms",50,1,60,NA,NA,112,2
"790","LP1","Fmr1-LE_KO","BBN Rotating","50ms",50,1,70,NA,NA,115,NA
"791","LP1","Fmr1-LE_KO","BBN Rotating","50ms",50,1,80,NA,NA,114,1
"792","LP1","Fmr1-LE_KO","BBN Rxn","100ms",100,0,-100,396,45,NA,NA
"793","LP1","Fmr1-LE_KO","BBN Rxn","100ms",100,1,20,NA,NA,12,135
"794","LP1","Fmr1-LE_KO","BBN Rxn","100ms",100,1,30,NA,NA,107,41
"795","LP1","Fmr1-LE_KO","BBN Rxn","100ms",100,1,40,NA,NA,138,8
"796","LP1","Fmr1-LE_KO","BBN Rxn","100ms",100,1,50,NA,NA,133,14
"797","LP1","Fmr1-LE_KO","BBN Rxn","100ms",100,1,60,NA,NA,136,11
"798","LP1","Fmr1-LE_KO","BBN Rxn","100ms",100,1,70,NA,NA,139,8
"799","LP1","Fmr1-LE_KO","BBN Rxn","100ms",100,1,80,NA,NA,146,1
"800","LP1","Fmr1-LE_KO","BBN Rxn","300ms",300,0,-100,533,55,NA,NA
"801","LP1","Fmr1-LE_KO","BBN Rxn","300ms",300,1,20,NA,NA,33,162
"802","LP1","Fmr1-LE_KO","BBN Rxn","300ms",300,1,30,NA,NA,173,22
"803","LP1","Fmr1-LE_KO","BBN Rxn","300ms",300,1,40,NA,NA,188,7
"804","LP1","Fmr1-LE_KO","BBN Rxn","300ms",300,1,50,NA,NA,189,7
"805","LP1","Fmr1-LE_KO","BBN Rxn","300ms",300,1,60,NA,NA,190,6
"806","LP1","Fmr1-LE_KO","BBN Rxn","300ms",300,1,70,NA,NA,185,11
"807","LP1","Fmr1-LE_KO","BBN Rxn","300ms",300,1,80,NA,NA,192,3
"808","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",50,1,20,NA,NA,10,90
"809","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",50,1,30,NA,NA,74,25
"810","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",50,1,40,NA,NA,91,7
"811","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",50,1,50,NA,NA,98,2
"812","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",50,1,60,NA,NA,91,6
"813","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",50,1,70,NA,NA,92,4
"814","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",50,1,80,NA,NA,99,1
"815","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",100,1,20,NA,NA,14,84
"816","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",100,1,30,NA,NA,90,7
"817","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",100,1,40,NA,NA,95,3
"818","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",100,1,50,NA,NA,94,4
"819","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",100,1,60,NA,NA,98,3
"820","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",100,1,70,NA,NA,97,2
"821","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",100,1,80,NA,NA,99,NA
"822","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",300,0,-100,818,67,NA,NA
"823","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",300,1,20,NA,NA,18,82
"824","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",300,1,30,NA,NA,95,2
"825","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",300,1,40,NA,NA,98,NA
"826","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",300,1,50,NA,NA,98,NA
"827","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",300,1,60,NA,NA,98,NA
"828","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",300,1,70,NA,NA,98,NA
"829","LP1","Fmr1-LE_KO","BBN Rxn","50-300ms",300,1,80,NA,NA,97,NA
"830","LP1","Fmr1-LE_KO","BBN Rxn","50ms",50,0,-100,578,76,NA,NA
"831","LP1","Fmr1-LE_KO","BBN Rxn","50ms",50,1,20,NA,NA,24,194
"832","LP1","Fmr1-LE_KO","BBN Rxn","50ms",50,1,30,NA,NA,150,68
"833","LP1","Fmr1-LE_KO","BBN Rxn","50ms",50,1,40,NA,NA,204,13
"834","LP1","Fmr1-LE_KO","BBN Rxn","50ms",50,1,50,NA,NA,201,17
"835","LP1","Fmr1-LE_KO","BBN Rxn","50ms",50,1,60,NA,NA,213,4
"836","LP1","Fmr1-LE_KO","BBN Rxn","50ms",50,1,70,NA,NA,217,2
"837","LP1","Fmr1-LE_KO","BBN Rxn","50ms",50,1,80,NA,NA,215,3
"838","LP1","Fmr1-LE_KO","BBN TH","100ms",100,0,-100,557,71,NA,NA
"839","LP1","Fmr1-LE_KO","BBN TH","100ms",100,1,10,NA,NA,10,75
"840","LP1","Fmr1-LE_KO","BBN TH","100ms",100,1,15,NA,NA,13,113
"841","LP1","Fmr1-LE_KO","BBN TH","100ms",100,1,20,NA,NA,25,185
"842","LP1","Fmr1-LE_KO","BBN TH","100ms",100,1,25,NA,NA,48,78
"843","LP1","Fmr1-LE_KO","BBN TH","100ms",100,1,30,NA,NA,181,29
"844","LP1","Fmr1-LE_KO","BBN TH","100ms",100,1,35,NA,NA,121,5
"845","LP1","Fmr1-LE_KO","BBN TH","100ms",100,1,40,NA,NA,207,3
"846","LP1","Fmr1-LE_KO","BBN TH","100ms",100,1,45,NA,NA,125,NA
"847","LP1","Fmr1-LE_KO","BBN TH","100ms",100,1,50,NA,NA,84,1
"848","LP1","Fmr1-LE_KO","BBN TH","100ms",100,1,60,NA,NA,84,NA
"849","LP1","Fmr1-LE_KO","BBN TH","100ms",100,1,70,NA,NA,84,NA
"850","LP1","Fmr1-LE_KO","BBN TH","300ms",300,0,-100,555,74,NA,NA
"851","LP1","Fmr1-LE_KO","BBN TH","300ms",300,1,10,NA,NA,11,68
"852","LP1","Fmr1-LE_KO","BBN TH","300ms",300,1,15,NA,NA,22,111
"853","LP1","Fmr1-LE_KO","BBN TH","300ms",300,1,20,NA,NA,36,176
"854","LP1","Fmr1-LE_KO","BBN TH","300ms",300,1,25,NA,NA,75,57
"855","LP1","Fmr1-LE_KO","BBN TH","300ms",300,1,30,NA,NA,180,31
"856","LP1","Fmr1-LE_KO","BBN TH","300ms",300,1,35,NA,NA,120,13
"857","LP1","Fmr1-LE_KO","BBN TH","300ms",300,1,40,NA,NA,192,18
"858","LP1","Fmr1-LE_KO","BBN TH","300ms",300,1,45,NA,NA,119,14
"859","LP1","Fmr1-LE_KO","BBN TH","300ms",300,1,50,NA,NA,72,6
"860","LP1","Fmr1-LE_KO","BBN TH","300ms",300,1,60,NA,NA,78,1
"861","LP1","Fmr1-LE_KO","BBN TH","300ms",300,1,70,NA,NA,79,NA
"862","LP1","Fmr1-LE_KO","BBN TH","50-300ms",50,1,10,NA,NA,4,24
"863","LP1","Fmr1-LE_KO","BBN TH","50-300ms",50,1,15,NA,NA,2,26
"864","LP1","Fmr1-LE_KO","BBN TH","50-300ms",50,1,20,NA,NA,3,52
"865","LP1","Fmr1-LE_KO","BBN TH","50-300ms",50,1,25,NA,NA,15,12
"866","LP1","Fmr1-LE_KO","BBN TH","50-300ms",50,1,30,NA,NA,41,14
"867","LP1","Fmr1-LE_KO","BBN TH","50-300ms",50,1,35,NA,NA,29,NA
"868","LP1","Fmr1-LE_KO","BBN TH","50-300ms",50,1,40,NA,NA,54,2
"869","LP1","Fmr1-LE_KO","BBN TH","50-300ms",50,1,45,NA,NA,26,1
"870","LP1","Fmr1-LE_KO","BBN TH","50-300ms",50,1,50,NA,NA,29,NA
"871","LP1","Fmr1-LE_KO","BBN TH","50-300ms",50,1,60,NA,NA,29,NA
"872","LP1","Fmr1-LE_KO","BBN TH","50-300ms",50,1,70,NA,NA,29,NA
"873","LP1","Fmr1-LE_KO","BBN TH","50-300ms",100,1,10,NA,NA,2,26
