"","Date","File","Weight","WeightChange","Trials","Hit","FA","Thresholds","Phase","ID","Genotype","Frequency","Intensity","Duration","BG_Type","BG_Intensity","Condition","Sex","BBN_TH","4_TH","8_TH","16_TH","32_TH"
"1501",2022-03-08,"BBN_30-90dB_300ms_4s",465,-0.0625,402,1,0.058,"NA","BBN reaction time, recovery","Green 6","TTS Noise","BBN","30-90dB","300ms","NA","NA","Recovery","Male",NA,NA,NA,NA,NA
"1502",2022-03-09,"BBN_30-90dB_300ms_4s",465,-0.0625,398,1,0.067,"NA","BBN reaction time, recovery","Green 6","TTS Noise","BBN","30-90dB","300ms","NA","NA","Recovery","Male",NA,NA,NA,NA,NA
"1503",2022-03-10,"BBN_30-90dB_300ms_4s",463,-0.0665322580645161,391,1,0.076,"NA","BBN reaction time, recovery","Green 6","TTS Noise","BBN","30-90dB","300ms","NA","NA","Recovery","Male",NA,NA,NA,NA,NA
"1504",2022-03-12,"BBN_30-90dB_300ms_4s",459,-0.0745967741935484,399,0.996,0.033,"NA","BBN reaction time, post-HL","Green 6","TTS Noise","BBN","30-90dB","300ms","NA","NA","Post HHL","Male",NA,NA,NA,NA,NA
"1505",2022-03-14,"4-32kHz_30-90dB_50ms_4s",467,-0.0584677419354839,376,0.95,0.079,"NA, NA, NA, NA","Suprathreshold, post-HL","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Male",NA,NA,NA,NA,NA
"1506",2022-03-15,"4-32kHz_MIXdB_50ms_4s",462,-0.0685483870967742,343,0.879,0.165,"19, 14, 8, 1","Suprathreshold, post-HL","Green 6","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Post HHL","Male",NA,19,14,8,1
"1507",2022-03-16,"4-32kHz_30-90dB_50ms_4s_BG_PNK_50dB",461,-0.0705645161290323,370,0.907,0.196,"34, 35, 32, 35","Reaction time, post-HL","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Post HHL","Male",NA,34,35,32,35
"1508",2022-03-17,"4-32kHz_30-90dB_50ms_4s_TR100ms",460,-0.0725806451612903,383,0.981,0.104,"NA, NA, NA, NA","Reaction time, post-HL","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Male",NA,NA,NA,NA,NA
"1509",2022-03-18,"4-32kHz_MIX5stepdB_50ms_4s",460,-0.0725806451612903,384,0.873,0.231,"25, 15, 14, NA","Thresholding, post-HL","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Post HHL","Male",NA,25,15,14,NA
"1510",2022-03-19,"4-32kHz_30-90dB_50ms_4s_TR100ms_BG_PNK_50dB",461,-0.0705645161290323,375,0.913,0.116,"32, 33, 33, 32","Reaction time, post-HL","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Post HHL","Male",NA,32,33,33,32
"1511",2022-03-21,"4-32kHz_30-90dB_50ms_4s_TR100ms",458,-0.0766129032258065,358,0.988,0.15,"NA, NA, NA, NA","Thresholding, BG, post-HL","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Male",NA,NA,NA,NA,NA
"1512",2022-03-22,"4-32kHz_MIX5stepdB_50ms_4s_BG_PNK_30dB (TR100ms)",462,-0.0685483870967742,361,0.798,0.361,"26, 17, 16, 21","Thresholding, BG, post-HL","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Post HHL","Male",NA,26,17,16,21
"1513",2022-03-23,"4-32kHz_MIX5stepdB_50ms_4s_BG_PNK_30dB (TR100ms)",NA,-1,386,0.722,0.147,"14, 16, 13, 14","Thresholding, BG, post-HL","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Post HHL","Male",NA,14,16,13,14
"1514",2022-03-24,"4-32kHz_MIX5stepdB_50ms_4s (TR100ms)",461,-0.0705645161290323,389,0.908,0.376,"NA, 26, 6, 6","Thresholding, BG, post-HL","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Post HHL","Male",NA,NA,26,6,6
"1515",2022-03-25,"4-32kHz_30-90dB_50ms_4s_TR100ms",461,-0.0705645161290323,381,0.989,0.149,"NA,NA,NA,NA","Suprathreshold, post-HL","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Male",NA,NA,NA,NA,NA
"1516",2022-03-26,"4-32kHz_MIXdB_50ms_4s",459,-0.0745967741935484,375,0.886,0.223,"22, 14, 2, 4","Suprathreshold, post-HL","Green 6","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Post HHL","Male",NA,22,14,2,4
"1517",2022-03-28,"4-32kHz_30-90dB_50ms_4s_TR100ms",461,-0.0705645161290323,390,0.978,0.022,"NA, NA, NA, NA","Reaction time, post-HL","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Male",NA,NA,NA,NA,NA
"1518",2022-03-29,"4-32kHz_30-90dB_50ms_4s_TR100ms_BG_PNK_50dB",464,-0.0645161290322581,404,0.936,0.352,"35, 34, 34, 34","Reaction time, post-HL","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Post HHL","Male",NA,35,34,34,34
"1519",2022-03-30,"4-32kHz_30-90dB_50ms_4s_TR100ms",467,-0.0584677419354839,429,0.977,0.117,"35, NA, NA, NA","Thresholding, BG, post-HL","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Male",NA,35,NA,NA,NA
"1520",2022-03-31,"4-32kHz_MIX5stepdB_50ms_4s_BG_PNK_50dB (TR100ms)",469,-0.0544354838709677,413,0.893,0.21,"31, 37, NA, 34","Thresholding, BG, post-HL","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Post HHL","Male",NA,31,37,NA,34
"1521",2022-04-01,"4-32kHz_MIX5stepdB_50ms_4s_BG_PNK_30dB",466,-0.0604838709677419,377,0.718,0.171,"21, 24, 14, 12","Thresholding, BG, post-HL","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Post HHL","Male",NA,21,24,14,12
"1522",2022-04-02,"BBN_30-90dB_300ms_4s",468,-0.0564516129032258,421,1,0.056,"NA","BBN reaction time, post-HL","Green 6","TTS Noise","BBN","30-90dB","300ms","NA","NA","Post HHL","Male",NA,NA,NA,NA,NA
"1523",2022-04-04,"4-32kHz_30-90dB_50ms_4s_TR100ms",475,-0.0423387096774194,397,0.993,0.16,"NA, NA, NA, NA","Suprathreshold, post-HL","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Male",NA,NA,NA,NA,NA
"1524",2022-04-05,"4-32kHz_MIXdB_50ms_4s",475,-0.0423387096774194,394,0.873,0.22,"19, 14, 8, NA","Suprathreshold, post-HL","Green 6","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Post HHL","Male",NA,19,14,8,NA
"1525",2022-04-06,"4-32kHz_30-90dB_50ms_4s_TR100ms_BG_PNK_50dB",471,-0.0504032258064516,348,0.893,0.298,"36, 36, 31, 36","Reaction time, post-HL","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Post HHL","Male",NA,36,36,31,36
"1526",2022-04-07,"4-32kHz_30-90dB_50ms_4s_TR100ms",473,-0.0463709677419355,421,0.973,0.184,"NA, NA, NA, NA","Thresholding, BG, post-HL","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Male",NA,NA,NA,NA,NA
"1527",2022-04-08,"4-32kHz_MIX5stepdB_50ms_4s_BG_PNK_30dB",476,-0.0403225806451613,435,0.75,0.191,"NA, 21, 13, 21","Thresholding, BG, post-HL","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Post HHL","Male",NA,NA,21,13,21
"1528",2022-04-09,"4-32kHz_MIX5stepdB_50ms_4s_BG_PNK_50dB",471,-0.0504032258064516,329,0.944,0.592,"32, 38, 33, 31","Thresholding, BG, post-HL","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Post HHL","Male",NA,32,38,33,31
"1529",2022-04-12,"4-32kHz_30-90dB_50ms_4s_TR100ms",473,-0.0463709677419355,425,0.993,0.189,"NA, NA, NA, NA","Suprathreshold, post-HL","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Male",NA,NA,NA,NA,NA
"1530",2022-04-13,"4-32kHz_MIXdB_50ms_4s",470,-0.0524193548387097,239,0.903,0.296,"21, 21, 6, 1","Suprathreshold, post-HL","Green 6","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Post HHL","Male",NA,21,21,6,1
"1531",2022-04-15,"4-32kHz_MIX5stepdB_50ms_4s_BG_PNK_30dB",463,-0.0665322580645161,282,0.736,0.235,"19, 20, 15, 10","Thresholding, BG, post-HL","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Post HHL","Male",NA,19,20,15,10
"1532",2022-04-16,"BBN_30-90dB_300ms_4s",460,-0.0725806451612903,421,0.997,0.103,"NA","BBN reaction time, post-HL","Green 6","TTS Noise","BBN","30-90dB","300ms","NA","NA","Post HHL","Male",NA,NA,NA,NA,NA
"1533",2022-04-18,"4-32kHz_30-90dB_50ms_4s_TR100ms",462,-0.0685483870967742,421,0.976,0.183,"NA, NA, NA, NA","Thresholding, BG, post-HL","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post HHL","Male",NA,NA,NA,NA,NA
"1534",2022-04-19,"4-32kHz_MIX5stepdB_50ms_4s_BG_PNK_50dB",461,-0.0705645161290323,382,0.906,0.304,"31, 35, 35 , 30","Thresholding, BG, post-HL","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Post HHL","Male",NA,31,35,35,30
"1535",2022-04-20,"4-32kHz_MIXdB_50ms_4s",457,-0.0786290322580645,378,0.912,0.336,"22, 25, NA, 42","Post Hearing Loss 2","Green 6","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Male",NA,22,25,NA,42
"1536",2022-04-22,"4-32kHz_MIXdB_50ms_4s",464,-0.0645161290322581,365,0.863,0.193,"12, 15, 13, 2","Suprathreshold, recovery2","Green 6","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Recovery 2","Male",NA,12,15,13,2
"1537",2022-04-23,"4-32kHz_MIXdB_50ms_4s",456,-0.0806451612903226,361,0.874,0.306,"34, 16, 11, 11","Suprathreshold, recovery2","Green 6","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Recovery 2","Male",NA,34,16,11,11
"1538",2022-04-25,"4-32kHz_30-90dB_50ms_4s_TR100ms",461,-0.0705645161290323,459,0.975,0.08,"NA, NA, NA, NA","Suprathreshold, recovery2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Recovery 2","Male",NA,NA,NA,NA,NA
"1539",2022-04-26,"4-32kHz_MIXdB_50ms_4s",462,-0.0685483870967742,367,0.887,0.227,"22, 24, 5, 5","Suprathreshold, recovery2","Green 6","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Recovery 2","Male",NA,22,24,5,5
"1540",2022-04-27,"4-32kHz_MIX5stepdB_50ms_4s",458,-0.0766129032258065,390,0.905,0.328,"NA, 25, 16, 2","Thresholding, recovery2","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Recovery 2","Male",NA,NA,25,16,2
"1541",2022-04-28,"4-32kHz_MIX5stepdB_50ms_4s",461,-0.0705645161290323,431,0.917,0.225,"16, NA, 9, 4","Thresholding, recovery2","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Recovery 2","Male",NA,16,NA,9,4
"1542",2022-04-29,"BBN_30-90dB_300ms_4s_TR100ms",463,-0.0665322580645161,441,0.997,0.098,"NA","BBN reaction time, recovery2","Green 6","TTS Noise","BBN","30-90dB","300ms","NA","NA","Recovery 2","Male",NA,NA,NA,NA,NA
"1543",2022-04-30,"BBN_30-90dB_300ms_4s_TR100ms",464,-0.0645161290322581,431,1,0.062,"NA","BBN reaction time, recovery2","Green 6","TTS Noise","BBN","30-90dB","300ms","NA","NA","Recovery 2","Male",NA,NA,NA,NA,NA
"1544",2022-05-02,"4-32kHz_30-90dB_50ms_4s_TR100ms",457,-0.0786290322580645,438,0.971,0.122,"32, NA, NA, NA","Thresholding, recovery2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Recovery 2","Male",NA,32,NA,NA,NA
"1545",2022-05-03,"4-32kHz_MIX5stepdB_50ms_4s",461,-0.0705645161290323,342,0.879,0.272,"17, 20, 10, 5","Thresholding, recovery2","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Recovery 2","Male",NA,17,20,10,5
"1546",2022-05-04,"4-32kHz_MIXdB_50ms_4s",462,-0.0685483870967742,429,0.88,0.328,"31, 15, 11, 6","Suprathreshold, recovery2","Green 6","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Recovery 2","Male",NA,31,15,11,6
"1547",2022-05-06,"4-32kHz_MIXdB_50ms_4s",460,-0.0725806451612903,413,0.879,0.226,"24, 14, 7, 5","Suprathreshold, post-HL2","Green 6","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Post 2nd Exposure","Male",NA,24,14,7,5
"1548",2022-05-07,"4-32kHz_MIXdB_50ms_4s",455,-0.0826612903225806,246,0.884,0.311,"41, 24, 11, 14","Suprathreshold, post-HL2","Green 6","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Post 2nd Exposure","Male",NA,41,24,11,14
"1549",2022-05-10,"4-32kHz_30-90dB_50ms_4s_TR100ms",460,-0.0725806451612903,432,0.964,0.146,"46, NA, NA, NA","Suprathreshold, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post 2nd Exposure","Male",NA,46,NA,NA,NA
"1550",2022-05-11,"4-32kHz_MIXdB_50ms_4s",462,-0.0685483870967742,426,0.903,0.228,"19, 15, 5, 2","Suprathreshold, post-HL2","Green 6","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Post 2nd Exposure","Male",NA,19,15,5,2
"1551",2022-05-12,"4-32kHz_MIX5stepdB_50ms_4s_BG_PNK_50dB",463,-0.0665322580645161,352,0.923,0.358,"36, 37, 33, 36","Thresholding, BG, post-HL2","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Post 2nd Exposure","Male",NA,36,37,33,36
"1552",2022-05-13,"4-32kHz_30-90dB_50ms_4s_TR100ms_BG_PNK_50dB",462,-0.0685483870967742,421,0.908,0.373,"36, 42, 36, 36","Reaction time, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Post 2nd Exposure","Male",NA,36,42,36,36
"1553",2022-05-14,"BBN_30-90dB_300ms_4s_TR100ms",469,-0.0544354838709677,420,1,0.087,"NA","BBN reaction time, post-HL2","Green 6","TTS Noise","BBN","30-90dB","300ms","NA","NA","Post 2nd Exposure","Male",NA,NA,NA,NA,NA
"1554",2022-05-17,"4-32kHz_30-90dB_50ms_4s_TR100ms",480,-0.032258064516129,373,0.985,0.186,"NA, NA, NA, NA","Thresholding, BG, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post 2nd Exposure","Male",NA,NA,NA,NA,NA
"1555",2022-05-18,"4-32kHz_MIX5stepdB_50ms_4s_BG_PNK_30dB",475,-0.0423387096774194,436,0.708,0.183,"19, 22, 14, 12","Thresholding, BG, post-HL2","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Post 2nd Exposure","Male",NA,19,22,14,12
"1556",2022-05-19,"4-32kHz_MIX5stepdB_50ms_4s",475,-0.0423387096774194,370,0.884,0.375,"23, 26, NA, 6","Thresholding, post-HL2","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Post 2nd Exposure","Male",NA,23,26,NA,6
"1557",2022-05-20,"4-32kHz_MIX5stepdB_50ms_4s",475,-0.0423387096774194,382,0.866,0.325,"22, 21, 3, 6","Thresholding, post-HL2","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Post 2nd Exposure","Male",NA,22,21,3,6
"1558",2022-05-21,"4-32kHz_30-90dB_50ms_4s_TR100ms_BG_PNK_50dB",474,-0.0443548387096774,411,0.924,0.447,"35, 44, 37, 45","Reaction time, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Post 2nd Exposure","Male",NA,35,44,37,45
"1559",2022-05-24,"4-32kHz_30-90dB_50ms_4s_TR100ms",472,-0.0483870967741935,416,0.976,0.144,"41, NA, NA, NA","Reaction times, BG, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post 2nd Exposure","Male",NA,41,NA,NA,NA
"1560",2022-05-25,"4-32kHz_30-90dB_50ms_4s_TR100ms_BG_PNK_30dB",483,-0.0262096774193548,392,0.993,0.145,"NA, NA, NA, NA","Reaction times, BG, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","PNK","30","Post 2nd Exposure","Male",NA,NA,NA,NA,NA
"1561",2022-05-26,"4-32kHz_MIX5stepdB_50ms_4s_BG_PNK_50dB",481,-0.030241935483871,383,0.895,0.436,"33, 38, 37, 37","Thresholding, BG, post-HL2","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Post 2nd Exposure","Male",NA,33,38,37,37
"1562",2022-05-27,"BBN_30-90dB_300ms_4s_TR100ms",480,-0.032258064516129,410,1,0.057,"NA","BBN reaction time, post-HL2","Green 6","TTS Noise","BBN","30-90dB","300ms","NA","NA","Post 2nd Exposure","Male",NA,NA,NA,NA,NA
"1563",2022-05-28,"BBN_30-90dB_300ms_4s_TR100ms",482,-0.0282258064516129,434,1,0.046,"NA","BBN reaction time, post-HL2","Green 6","TTS Noise","BBN","30-90dB","300ms","NA","NA","Post 2nd Exposure","Male",NA,NA,NA,NA,NA
"1564",2022-05-31,"4-32kHz_30-90dB_50ms_4s_TR100ms",479,-0.0342741935483871,411,0.972,0.138,"33, NA, NA, NA","Suprathreshold, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post 2nd Exposure","Male",NA,33,NA,NA,NA
"1565",2022-06-01,"4-32kHz_MIXdB_50ms_4s",483,-0.0262096774193548,392,0.891,0.314,"17, 16, 5, 6","Suprathreshold, post-HL2","Green 6","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Post 2nd Exposure","Male",NA,17,16,5,6
"1566",2022-06-02,"4-32kHz_30-90dB_50ms_4s_TR100ms",486,-0.0201612903225806,136,0.948,0.225,"50, 30, NA, NA","Post ABR, Suprathreshold, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post 2nd Exposure","Male",NA,50,30,NA,NA
"1567",2022-06-03,"4-32kHz_MIXdB_50ms_4s",480,-0.032258064516129,336,0.847,0.14,"16, 17, 11, 7","Suprathreshold, post-HL2","Green 6","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Post 2nd Exposure","Male",NA,16,17,11,7
"1568",2022-06-04,"4-32kHz_30-90dB_50ms_4s_TR100ms_BG_PNK_50dB",475,-0.0423387096774194,385,0.926,0.319,"35, 35, 34, 41","Reaction time, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Post 2nd Exposure","Male",NA,35,35,34,41
"1569",2022-06-06,"4-32kHz_30-90dB_50ms_4s_TR100ms",477,-0.0383064516129032,391,0.974,0.246,"NA, NA, NA, 61","Reaction time, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post 2nd Exposure","Male",NA,NA,NA,NA,61
"1570",2022-06-07,"4-32kHz_30-90dB_50ms_4s_TR100ms",478,-0.0362903225806452,383,0.978,0.142,"NA, NA, NA, NA","Reaction time, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post 2nd Exposure","Male",NA,NA,NA,NA,NA
"1571",2022-06-08,"4-32kHz_30-90dB_50ms_4s_TR100ms_BG_PNK_30dB",472,-0.0483870967741935,255,0.983,0.263,"NA, 40, 30, NA","Reaction time, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","PNK","30","Post 2nd Exposure","Male",NA,NA,40,30,NA
"1572",2022-06-09,"4-32kHz_MIX5stepdB_50ms_4s",468,-0.0564516129032258,211,0.703,0.714,"39, ref, ref, ref","Thresholding, post-HL2","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Post 2nd Exposure","Male",NA,39,NA,NA,NA
"1573",2022-06-10,"4-32kHz_30-90dB_50ms_4s_TR100ms",474,-0.0443548387096774,322,0.978,0.26,"53, NA, NA, NA","Reaction time, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post 2nd Exposure","Male",NA,53,NA,NA,NA
"1574",2022-06-11,"4-32kHz_30-90dB_50ms_4s_TR100ms_BG_PNK_50dB",470,-0.0524193548387097,350,0.935,0.375,"34, 42, 34, NA","Reaction time, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Post 2nd Exposure","Male",NA,34,42,34,NA
"1575",2022-06-13,"4-32kHz_30-90dB_50ms_4s_TR100ms",473,-0.0463709677419355,432,0.99,0.178,"NA, NA, NA, NA","Thresholding, BG, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post 2nd Exposure","Male",NA,NA,NA,NA,NA
"1576",2022-06-14,"4-32kHz_MIX5stepdB_50ms_4s_BG_PNK_30dB",475,-0.0423387096774194,404,0.773,0.32,"17, 18, 17, 11","Thresholding, BG, post-HL2","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Post 2nd Exposure","Male",NA,17,18,17,11
"1577",2022-06-15,"4-32kHz_30-90dB_50ms_4s_TR100ms_BG_PNK_30dB",476,-0.0403225806451613,441,0.997,0.258,"40, NA, NA, NA","Reaction time, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","PNK","30","Post 2nd Exposure","Male",NA,40,NA,NA,NA
"1578",2022-06-16,"4-32kHz_MIX5stepdB_50ms_4s_BG_PNK_50dB",476,-0.0403225806451613,362,0.877,0.422,"33, 37, 38, 38","Thresholding, BG, post-HL2","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Post 2nd Exposure","Male",NA,33,37,38,38
"1579",2022-06-17,"4-32kHz_30-90dB_50ms_4s_TR100ms",487,-0.0181451612903226,407,0.986,0.171,"NA, NA, NA, NA","Thresholding, BG, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post 2nd Exposure","Male",NA,NA,NA,NA,NA
"1580",2022-06-18,"4-32kHz_MIX5stepdB_50ms_4s_BG_PNK_30dB",478,-0.0362903225806452,232,0.699,0.29,"17, 19, 17, 20","Thresholding, BG, post-HL2","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Post 2nd Exposure","Male",NA,17,19,17,20
"1581",2022-06-20,"4-32kHz_30-90dB_50ms_4s_TR100ms",475,-0.0423387096774194,429,0.983,0.18,"NA, NA, NA, NA","Thresholding, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post 2nd Exposure","Male",NA,NA,NA,NA,NA
"1582",2022-06-21,"4-32kHz_MIX5stepdB_50ms_4s",476,-0.0403225806451613,336,0.915,0.47,"13, 17, 7, 7","Thresholding, post-HL2","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Post 2nd Exposure","Male",NA,13,17,7,7
"1583",2022-06-22,"4-32kHz_MIX5stepdB_50ms_4s_BG_PNK_30dB",478,-0.0362903225806452,384,0.728,0.25,"17, 20, 15, 15","Thresholding, BG, post-HL2","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Post 2nd Exposure","Male",NA,17,20,15,15
"1584",2022-06-23,"4-32kHz_30-90dB_50ms_4s_TR100ms",483,-0.0262096774193548,369,0.988,0.179,"NA, NA, NA, NA","Thresholding, BG, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post 2nd Exposure","Male",NA,NA,NA,NA,NA
"1585",2022-06-24,"4-32kHz_MIX5stepdB_50ms_4s_BG_PNK_30dB",478,-0.0362903225806452,341,0.699,0.206,"20, 22, 14, 16","Thresholding, BG, post-HL2","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Post 2nd Exposure","Male",NA,20,22,14,16
"1586",2022-06-25,"4-32kHz_MIX5stepdB_50ms_4s_BG_PNK_50dB",476,-0.0403225806451613,249,0.863,0.405,"33, 37, 37, 37","Thresholding, BG, post-HL2","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Post 2nd Exposure","Male",NA,33,37,37,37
"1587",2022-06-27,"4-32kHz_30-90dB_50ms_4s_TR100ms",476,-0.0403225806451613,414,0.986,0.26,"53, NA, NA, NA","Reaction time, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post 2nd Exposure","Male",NA,53,NA,NA,NA
"1588",2022-06-28,"4-32kHz_30-90dB_50ms_4s_TR100ms_BG_PNK_50dB",481,-0.030241935483871,365,0.922,0.409,"NA, 37, 38, 43","Reaction time, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Post 2nd Exposure","Male",NA,NA,37,38,43
"1589",2022-06-30,"4-32kHz_30-90dB_50ms_4s_TR100ms",486,-0.0201612903225806,423,0.976,0.159,"NA, NA, NA, NA","Reaction time, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post 2nd Exposure","Male",NA,NA,NA,NA,NA
"1590",2022-07-01,"BBN_30-90dB_300ms_4s_TR100ms",488,-0.0161290322580645,431,0.997,0.163,"NA","BBN reaction time, post-HL2","Green 6","TTS Noise","BBN","30-90dB","300ms","NA","NA","Post 2nd Exposure","Male",NA,NA,NA,NA,NA
"1591",2022-07-02,"BBN_30-90dB_300ms_4s_TR100ms",491,-0.0100806451612903,409,1,0.049,"NA","BBN reaction time, post-HL2","Green 6","TTS Noise","BBN","30-90dB","300ms","NA","NA","Post 2nd Exposure","Male",NA,NA,NA,NA,NA
"1592",2022-07-05,"4-32kHz_30-90dB_50ms_4s_TR100ms",496,0,279,0.98,0.145,"NA, NA, NA, NA","Thresholding, BG, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post 2nd Exposure","Male",NA,NA,NA,NA,NA
"1593",2022-07-06,"4-32kHz_MIX5stepdB_50ms_4s_BG_PNK_50dB",491,-0.0100806451612903,307,0.865,0.38,"32, 39, 33, 36","Thresholding, BG, post-HL2","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Post 2nd Exposure","Male",NA,32,39,33,36
"1594",2022-07-07,"4-32kHz_30-90dB_50ms_4s_TR100ms",490,-0.0120967741935484,392,0.985,0.271,"40, NA, NA, NA","Thresholding, post-HL2","Green 6","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Post 2nd Exposure","Male",NA,40,NA,NA,NA
"1595",2022-07-08,"4-32kHz_MIX5stepdB_50ms_4s",491,-0.0100806451612903,366,0.852,0.376,"21, 17, 12, 12","Thresholding, post-HL2","Green 6","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Post 2nd Exposure","Male",NA,21,17,12,12
