"","Date","File","Weight","WeightChange","Trials","Hit","FA","Thresholds","Phase","ID","Genotype","Frequency","Intensity","Duration","BG_Type","BG_Intensity","Condition","Sex","BBN_TH","4_TH","8_TH","16_TH","32_TH"
"1",2021-07-26,"BBN_30-90dB_300ms_8s_1.5s",227,-0.195035460992908,243,0.994,0.137,NA,"Thresholding, BBN","Orange 5","TTS Noise","BBN","30-90dB","300ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"2",2021-07-27,"BBN_10-70dB_300ms_8s_1.5s",234,-0.170212765957447,323,0.809,0.214,NA,"Thresholding, BBN","Orange 5","TTS Noise","BBN","10-70dB","300ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"3",2021-07-28,"BBN_10-70dB_300ms_8s_1.5s",238,-0.156028368794326,378,0.795,0.214,NA,"Thresholding, BBN","Orange 5","TTS Noise","BBN","10-70dB","300ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"4",2021-07-29,"BBN_10-70dB_300ms_8s_1s",237,-0.159574468085106,303,0.769,0.154,NA,"Thresholding, BBN","Orange 5","TTS Noise","BBN","10-70dB","300ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"5",2021-07-30,"BBN_10-70dB_300ms_8s_1s",241,-0.145390070921986,308,0.763,0.129,NA,"Thresholding, BBN","Orange 5","TTS Noise","BBN","10-70dB","300ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"6",2021-07-31,"BBN_10-70dB_300ms_8s",239,-0.152482269503546,266,0.786,0.291,NA,"Thresholding, BBN","Orange 5","TTS Noise","BBN","10-70dB","300ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"7",2021-08-02,"BBN_10-70dB_300ms_8s",234,-0.170212765957447,263,0.784,0.244,NA,"Thresholding, BBN","Orange 5","TTS Noise","BBN","10-70dB","300ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"8",2021-08-03,"BBN_15-45dB_300ms_8s",232,-0.177304964539007,278,0.759,0.373,NA,"Thresholding, BBN","Orange 5","TTS Noise","BBN","15-45dB","300ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"9",2021-08-04,"BBN_15-45dB_300ms_8s",226,-0.198581560283688,298,0.743,0.352,NA,"Thresholding, BBN","Orange 5","TTS Noise","BBN","15-45dB","300ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"10",2021-08-05,"BBN_15-45dB_300ms_8s_1.5s",227,-0.195035460992908,277,0.768,0.349,NA,"Thresholding, BBN","Orange 5","TTS Noise","BBN","15-45dB","300ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"11",2021-08-06,"BBN_15-45dB_300ms_8s_1.5s",230,-0.184397163120567,265,0.784,0.313,NA,"Thresholding, BBN","Orange 5","TTS Noise","BBN","15-45dB","300ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"12",2021-08-09,"BBN_10-70dB_300ms_8s_1s",250,-0.113475177304965,126,0.764,0.243,NA,"Thresholding, BBN","Orange 5","TTS Noise","BBN","10-70dB","300ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"13",2021-08-10,"BBN_15-45dB_300ms_8s_1s",234,-0.170212765957447,132,0.663,0.175,NA,"Thresholding, BBN","Orange 5","TTS Noise","BBN","15-45dB","300ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"14",2021-08-11,"BBN_15-45dB_300ms_8s_1s",225,-0.202127659574468,103,0.847,0.226,NA,"Thresholding, BBN","Orange 5","TTS Noise","BBN","15-45dB","300ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"15",2021-08-12,"BBN_15-45dB_300ms_8s_1s",232,-0.177304964539007,170,0.717,0.167,NA,"Thresholding, BBN","Orange 5","TTS Noise","BBN","15-45dB","300ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"16",2021-08-13,"BBN_15-45dB_300ms_8s_1s",232,-0.177304964539007,160,0.769,0.148,NA,"Thresholding, BBN","Orange 5","TTS Noise","BBN","15-45dB","300ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"17",2021-08-14,"BBN_15-45dB_300ms_8s",237,-0.159574468085106,253,0.79,0.182,NA,"Thresholding, BBN","Orange 5","TTS Noise","BBN","15-45dB","300ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"18",2021-10-04,"BBN_30-90dB_300ms_20s",250,-0.113475177304965,259,1,0.167,NA,"Thresholding, BBN","Orange 5","TTS Noise","BBN","30-90dB","300ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"19",2021-10-06,"BBN_30-90dB_300ms_20s",246,-0.127659574468085,286,1,0.143,NA,"Thresholding, BBN","Orange 5","TTS Noise","BBN","30-90dB","300ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"20",2021-10-07,"BBN_30-90dB_300ms_20s",238,-0.156028368794326,260,1,0.103,NA,"Thresholding, BBN","Orange 5","TTS Noise","BBN","30-90dB","300ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"21",2021-11-15,"4-32kHz_30-90dB_50ms_20s_NG1",249,-0.117021276595745,242,0.976,0.192,NA,"Reaction time","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"22",2021-11-16,"4-32kHz_30-90dB_50ms_20s_NG1",250,-0.113475177304965,249,0.942,0.16,NA,"Reaction time","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"23",2021-11-17,"4-32kHz_30-90dB_50ms_20s_BG_PNK_50dB_NG1",247,-0.124113475177305,284,0.895,0.298,NA,"Reaction time","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Baseline","Female",NA,NA,NA,NA,NA
"24",2021-11-18,"4-32kHz_30-90dB_50ms_20s_BG_PNK_50dB_NG1",249,-0.117021276595745,325,0.863,0.296,NA,"Reaction time","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Baseline","Female",NA,NA,NA,NA,NA
"25",2021-11-19,"4-32kHz_30-90dB_50ms_20s_NG1",249,-0.117021276595745,281,0.924,0.131,NA,"Reaction time","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"26",2021-11-20,"4-32kHz_30-90dB_50ms_20s_BG_PNK_50dB_NG1",242,-0.141843971631206,293,0.879,0.195,NA,"Reaction time","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Baseline","Female",NA,NA,NA,NA,NA
"27",2021-11-22,"4-32kHz_30-90dB_50ms_16s_NG1",239,-0.152482269503546,257,0.939,0.105,NA,"Reaction time","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"28",2021-11-23,"4-32kHz_30-90dB_50ms_16s_BG_PNK_50dB_NG1",240,-0.148936170212766,180,0.867,0.154,NA,"Reaction time","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Baseline","Female",NA,NA,NA,NA,NA
"29",2021-11-24,"4-32kHz_30-90dB_50ms_16s_BG_PNK_50dB_NG1",240,-0.148936170212766,308,0.842,0.215,NA,"Reaction time","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Baseline","Female",NA,NA,NA,NA,NA
"30",2021-11-29,"4-32kHz_30-90dB_50ms_16s",240,-0.148936170212766,276,0.948,0.172,NA,"Reaction time","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"31",2021-11-30,"4-32kHz_30-90dB_50ms_16s",242,-0.141843971631206,241,0.959,0.111,NA,"Reaction time","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"32",2021-12-01,"4-32kHz_30-90dB_50ms_16s_BG_PNK_50dB",257,-0.0886524822695035,265,0.882,0.152,NA,"Reaction time","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Baseline","Female",NA,NA,NA,NA,NA
"33",2021-12-02,"4-32kHz_30-90dB_50ms_16s_BG_PNK_50dB",255,-0.0957446808510638,299,0.866,0.267,"40, 45, 40, 35","Reaction time","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Baseline","Female",NA,40,45,40,35
"34",2021-12-03,"4-32kHz_30-90dB_50ms_16s",263,-0.0673758865248227,259,0.967,0.076,"NA, NA, NA, NA","Reaction time","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"35",2021-12-04,"4-32kHz_30-90dB_50ms_16s_BG_PNK_50dB",266,-0.0567375886524823,284,0.86,0.25,"34, 45, 43, 43","Reaction time","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","PNK","50","Baseline","Female",NA,34,45,43,43
"36",2021-12-06,"4-32kHz_30-90dB_50ms_16s",259,-0.0815602836879433,264,0.984,0.152,"NA, NA, NA, NA","Thresholding, tones","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"37",2021-12-07,"4-32kHz_20-80dB_50ms_16s",262,-0.0709219858156028,282,0.924,0.131,"NA, 32, NA, NA","Thresholding, tones","Orange 5","TTS Noise","4-32kHz","20-80dB","50ms","NA","NA","Baseline","Female",NA,NA,32,NA,NA
"38",2021-12-08,"4-32kHz_10-70dB_50ms_16s",263,-0.0673758865248227,363,0.858,0.165,"39, 30, 13, NA","Thresholding, tones","Orange 5","TTS Noise","4-32kHz","10-70dB","50ms","NA","NA","Baseline","Female",NA,39,30,13,NA
"39",2021-12-09,"4-32kHz_MIXdB_50ms_4s",255,-0.0957446808510638,257,0.862,0.171,"25, 28, 16, 11","Thresholding, tones","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Female",NA,25,28,16,11
"40",2021-12-10,"4-32kHz_MIXdB_50ms_16s",253,-0.102836879432624,234,0.897,0.072,"21, NA, 13, NA","Thresholding, tones","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Female",NA,21,NA,13,NA
"41",2021-12-11,"4-32kHz_MIX5stepdB_50ms_16s",NA,-1,284,0.849,0.341,"40, 27, 15, 15","Thresholding, tones","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Female",NA,40,27,15,15
"42",2021-12-13,"4-32kHz_20-80dB_50ms_16s",257,-0.0886524822695035,261,0.973,0.167,"NA, 21, NA, NA","Thresholding, tones","Orange 5","TTS Noise","4-32kHz","20-80dB","50ms","NA","NA","Baseline","Female",NA,NA,21,NA,NA
"43",2021-12-14,"4-32kHz_MIX5stepdB_50ms_4s",254,-0.099290780141844,288,0.851,0.279,"32, 37, 12, 0","Thresholding, tones","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Female",NA,32,37,12,0
"44",2021-12-15,"4-32kHz_MIX5stepdB_50ms_4s",248,-0.120567375886525,NA,0.841,0.204,"NA, 25, 15, 0","Thresholding, tones","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Female",NA,NA,25,15,0
"45",2021-12-16,"4-32kHz_MIX5stepdB_50ms_4s_BG_PNK_30dB",246,-0.127659574468085,300,0.804,0.319,"22, 36, 23, 12","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Baseline","Female",NA,22,36,23,12
"46",2021-12-17,"4-32kHz_20-80dB_50ms_16s",258,-0.0851063829787234,291,0.931,0.195,"27, 24, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","20-80dB","50ms","NA","NA","Baseline","Female",NA,27,24,NA,NA
"47",2021-12-18,"4-32kHz_MIX5stepdB_50ms_4s_BG_PNK_30dB",259,-0.0815602836879433,302,0.801,0.352,"24, 32, 19, 11","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Baseline","Female",NA,24,32,19,11
"48",2021-12-20,"4-32kHz_30-90dB_50ms_16s",249,-0.117021276595745,266,0.962,0.213,"NA, 39, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,39,NA,NA
"49",2021-12-21,"4-32kHz_MIX5stepdB_50ms_4s",253,-0.102836879432624,290,0.856,0.352,"36, 36, 12, 1","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Female",NA,36,36,12,1
"50",2021-12-22,"4-32kHz_MIX5stepdB_50ms_16s_BG_PNK_50dB",250,-0.113475177304965,238,0.784,0.437,"37, 38, 38, 32","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Baseline","Female",NA,37,38,38,32
"51",2022-01-04,"4-32kHz_30-90dB_50ms_16s_TR500ms",268,-0.049645390070922,188,0.985,0.107,NA,"Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"52",2022-01-05,"4-32kHz_30-90dB_50ms_16s",263,-0.0673758865248227,161,0.982,0.146,"NA, NA, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"53",2022-01-06,"4-32kHz_20-80dB_50ms_16s",262,-0.0709219858156028,192,0.956,0.14,"NA, 23, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","20-80dB","50ms","NA","NA","Baseline","Female",NA,NA,23,NA,NA
"54",2022-01-07,"4-32kHz_MIX5stepdB_50ms_16s",266,-0.0567375886524823,253,0.826,0.307,"22, 36, 17, 11","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Female",NA,22,36,17,11
"55",2022-01-08,"4-32kHz_MIX5stepdB_50ms_16s_BG_PNK_30dB",263,-0.0673758865248227,260,0.742,0.372,"27, 36, 23, 18","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Baseline","Female",NA,27,36,23,18
"56",2022-01-10,"4-32kHz_30-90dB_50ms_16s",259,-0.0815602836879433,172,0.975,0.25,"NA, 32, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,32,NA,NA
"57",2022-01-11,"4-32kHz_30-90dB_50ms_16s",258,-0.0851063829787234,210,0.98,0.19,"NA, NA, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"58",2022-01-12,"4-32kHz_MIX5stepdB_50ms_16s_BG_PNK_50dB",260,-0.0780141843971631,250,0.869,0.324,"37, 48, 41, 26","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Baseline","Female",NA,37,48,41,26
"59",2022-01-13,"4-32kHz_30-90dB_50ms_16s_TR200ms",263,-0.0673758865248227,250,0.966,0.135,"NA, 31, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,31,NA,NA
"60",2022-01-14,"4-32kHz_MIX5stepdB_50ms_16s_BG_PNK_30dB",258,-0.0851063829787234,246,0.801,0.387,"32, 31, 18, 12","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Baseline","Female",NA,32,31,18,12
"61",2022-01-18,"4-32kHz_MIX5stepdB_50ms_16s_BG_PNK_50dB",256,-0.0921985815602837,251,0.801,0.307,"41, 47, 42, 36","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Baseline","Female",NA,41,47,42,36
"62",2022-01-19,"4-32kHz_30-90dB_50ms_16s",260,-0.0780141843971631,255,0.961,0.171,"35, 35, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,35,35,NA,NA
"63",2022-01-20,"4-32kHz_MIX5stepdB_50ms_16s_BG_PNK_30dB",255,-0.0957446808510638,249,0.764,0.333,"26, 31, 22, 16","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Baseline","Female",NA,26,31,22,16
"64",2022-01-21,"4-32kHz_30-90dB_50ms_16s",260,-0.0780141843971631,275,0.984,0.146,"NA, NA, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"65",2022-01-22,"4-32kHz_MIX5stepdB_50ms_16s_BG_PNK_50dB",260,-0.0780141843971631,286,0.81,0.326,"41, 47, 41, 31","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Baseline","Female",NA,41,47,41,31
"66",2022-01-24,"4-32kHz_30-90dB_50ms_16s",266,-0.0567375886524823,270,0.909,0.114,"NA, NA, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"67",2022-01-25,"4-32kHz_MIX5stepdB_50ms_16s_BG_PNK_50dB",260,-0.0780141843971631,281,0.867,0.424,"37, 47, 42, 38","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Baseline","Female",NA,37,47,42,38
"68",2022-01-26,"4-32kHz_MIX5stepdB_50ms_16s_BG_PNK_30dB",265,-0.0602836879432624,287,0.9,0.291,"30, 30, 25, 17","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","30","Baseline","Female",NA,30,30,25,17
"69",2022-01-27,"4-32kHz_30-90dB_50ms_16s",261,-0.074468085106383,278,0.9692,0.2892,"40, 34, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,40,34,NA,NA
"70",2022-01-31,"4-32kHz_30-90dB_50ms_16s",271,-0.0390070921985816,255,0.989,0.184,"32, NA, NA, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,32,NA,NA,NA
"71",2022-02-01,"4-32kHz_MIX5stepdB_50ms_16s_BG_PNK_50dB",257,-0.0886524822695035,240,0.869,0.361,"41, 47, 41, 32","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","PNK","50","Baseline","Female",NA,41,47,41,32
"72",2022-02-04,"4-32kHz_30-90dB_50ms_16s",253,-0.102836879432624,233,0.969,0.257,"NA, 33, 30, NA","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,33,30,NA
"73",2022-02-08,"4-32kHz_MIX5stepdB_50ms_16s",248,-0.120567375886525,263,0.813,0.358,"30, 27, 16, 7","Thresholding, BG","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Female",NA,30,27,16,7
"74",2022-02-09,"4-32kHz_30-90dB_50ms_16s_TR200ms",268,-0.049645390070922,264,0.973,0.233,"NA, NA, NA, NA","Thresholding, TR effect","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"75",2022-02-10,"4-32kHz_30-90dB_50ms_16s",264,-0.0638297872340425,264,0.9892,0.2785,"40, NA, NA, NA","Reaction time","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,40,NA,NA,NA
"76",2022-02-11,"4-32kHz_30-90dB_50ms_16s",257,-0.0886524822695035,269,0.973,0.185,"NA, NA, NA, NA","Reaction time","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"77",2022-02-12,"4-32kHz_30-90dB_50ms_16s",254,-0.099290780141844,204,0.958,0.246,"NA, 34, NA, NA","Reaction time","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,34,NA,NA
"78",2022-02-18,"4-32kHz_30-90dB_50ms_16s_c14",250,-0.113475177304965,250,0.988,0.217,"NA, NA, NA, NA","Suprathreshold","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"79",2022-02-19,"4-32kHz_MIXdB_50ms_16s",246,-0.127659574468085,281,0.949,0.262,"23, 20, 13, NA","Suprathreshold","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Female",NA,23,20,13,NA
"80",2022-03-14,"BBN_30-90dB_50ms_20s",249,-0.117021276595745,238,0.982,0.113,"NA","BBN reaction time","Orange 5","TTS Noise","BBN","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"81",2022-03-15,"BBN_30-90dB_50ms_20s",253,-0.102836879432624,264,1,0.165,"NA","BBN reaction time","Orange 5","TTS Noise","BBN","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"82",2022-03-16,"BBN_10-40dB_50ms_20s",247,-0.124113475177305,248,0.782,0.459,"23.898291118802433","Thresholding, BBN","Orange 5","TTS Noise","BBN","10-40dB","50ms","NA","NA","Baseline","Female",24,NA,NA,NA,NA
"83",2022-03-17,"BBN_30-90dB_50ms_20s",248,-0.120567375886525,195,1,0.138,"NA","BBN reaction time","Orange 5","TTS Noise","BBN","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"84",2022-03-18,"BBN_15-45dB_50ms_20s_TR100ms",254,-0.099290780141844,235,0.872,0.141,"18.757640330948952","Thresholding, BBN","Orange 5","TTS Noise","BBN","15-45dB","50ms","NA","NA","Baseline","Female",19,NA,NA,NA,NA
"85",2022-03-19,"BBN_30-90dB_50ms_20s_TR100ms",249,-0.117021276595745,226,1,0.235,"NA","BBN reaction time","Orange 5","TTS Noise","BBN","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"86",2022-03-22,"BBN_30-90dB_50ms_20s_TR100ms",249,-0.117021276595745,268,0.995,0.15,"NA","BBN reaction time","Orange 5","TTS Noise","BBN","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"87",2022-03-23,"BBN_15-45dB_50ms_20s_TR100ms",249,-0.117021276595745,281,0.782,0.214,"22.841000000000001","Thresholding, BBN","Orange 5","TTS Noise","BBN","15-45dB","50ms","NA","NA","Baseline","Female",23,NA,NA,NA,NA
"88",2022-03-24,"BBN_30-90dB_50ms_20s_TR100ms",249,-0.117021276595745,240,0.994,0.097,"NA","BBN reaction time","Orange 5","TTS Noise","BBN","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"89",2022-03-28,"4-32kHz_30-90dB_50ms_16s_TR100ms",245,-0.131205673758865,209,0.973,0.027,"NA, NA, NA, NA","Suprathreshold","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"90",2022-03-29,"4-32kHz_30-90dB_50ms_16s_TR100ms",243,-0.138297872340426,254,0.955,0.145,"43, NA, NA, NA","Suprathreshold","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,43,NA,NA,NA
"91",2022-03-30,"4-32kHz_MIXdB_50ms_16s",245,-0.131205673758865,272,0.942,0.21,"22, 22, NA, NA","Suprathreshold","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Female",NA,22,22,NA,NA
"92",2022-03-31,"4-32kHz_30-90dB_50ms_16s_TR100ms",253,-0.102836879432624,281,0.964,0.188,"36, 31, NA, NA","Suprathreshold","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,36,31,NA,NA
"93",2022-04-01,"4-32kHz_30-90dB_50ms_16s_TR100ms",248,-0.120567375886525,250,1,0.203,"NA, NA, NA, NA","Suprathreshold","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"94",2022-04-02,"4-32kHz_MIXdB_50ms_16s",251,-0.109929078014184,247,0.895,0.24,"NA, 24, 10, 3","Suprathreshold","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Female",NA,NA,24,10,3
"95",2022-04-04,"4-32kHz_30-90dB_50ms_16s_TR100ms",252,-0.106382978723404,230,0.969,0.129,"30, 32, NA, NA","Suprathreshold","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,30,32,NA,NA
"96",2022-04-05,"4-32kHz_MIXdB_50ms_16s",250,-0.113475177304965,246,0.866,0.216,"23, 22, 13, -5","Suprathreshold","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Female",NA,23,22,13,-5
"97",2022-04-06,"4-32kHz_MIXdB_50ms_16s",251,-0.109929078014184,238,0.874,0.239,"29, 24, 13, 3","Suprathreshold","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Female",NA,29,24,13,3
"98",2022-04-07,"4-32kHz_30-90dB_50ms_16s_TR100ms",252,-0.106382978723404,292,0.99,0.161,"NA, NA, NA, NA","Suprathreshold","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"99",2022-04-08,"BBN_30-90dB_50ms_20s_TR100ms",252,-0.106382978723404,277,0.995,0.157,"NA","BBN reaction time","Orange 5","TTS Noise","BBN","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"100",2022-04-09,"BBN_15-45dB_50ms_20s_TR100ms",248,-0.120567375886525,257,0.822,0.286,"22.30139321492339","Thresholding, BBN","Orange 5","TTS Noise","BBN","15-45dB","50ms","NA","NA","Baseline","Female",22,NA,NA,NA,NA
"101",2022-04-11,"4-32kHz_30-90dB_50ms_16s_TR100ms",250,-0.113475177304965,282,0.97,0.129,"39, 34, 31, 31","Suprathreshold","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,39,34,31,31
"102",2022-04-12,"4-32kHz_MIXdB_50ms_16s",247,-0.124113475177305,271,0.88,0.225,"15, NA, 9, -1","Suprathreshold","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Female",NA,15,NA,9,-1
"103",2022-04-13,"4-32kHz_MIX5stepdB_50ms_16s",247,-0.124113475177305,269,0.878,0.333,"46, 17, 17, -4","Thresholding, tones","Orange 5","TTS Noise","4-32kHz","MIX5stepdB","50ms","NA","NA","Baseline","Female",NA,46,17,17,-4
"104",2022-04-14,"4-32kHz_30-90dB_50ms_16s_TR100ms",248,-0.120567375886525,282,0.906,0.094,"NA, NA, NA, NA","Thresholding, tones","Orange 5","TTS Noise","4-32kHz","30-90dB","50ms","NA","NA","Baseline","Female",NA,NA,NA,NA,NA
"105",2022-04-15,"4-32kHz_MIXdB_50ms_16s",248,-0.120567375886525,280,0.832,0.262,"30, 30, 13, 4","Suprathreshold","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Female",NA,30,30,13,4
"106",2022-04-16,"4-32kHz_MIXdB_50ms_16s",246,-0.127659574468085,272,0.88,0.321,"25, 24, 5, -5","Suprathreshold","Orange 5","TTS Noise","4-32kHz","MIXdB","50ms","NA","NA","Baseline","Female",NA,25,24,5,-5
