"","ID","Genotype","Duration","Dur (ms)","Intensity","Phase","count","Rxn"
"565","LP1","Fmr1-LE_KO","Rotating",300,40,"BBN Rotating",3,266.532733333333
"566","LP1","Fmr1-LE_KO","Alone",300,40,"BBN Rxn",6,289.444563829787
"567","LP1","Fmr1-LE_KO","Alone",300,40,"BBN TH",6,319.179609375
"568","LP1","Fmr1-LE_KO","Alone",300,45,"BBN TH",4,249.339907563025
"569","LP1","Fmr1-LE_KO","Rotating",300,50,"BBN Rotating",3,265.344038461539
"570","LP1","Fmr1-LE_KO","Alone",300,50,"BBN Rxn",6,269.475555555556
"571","LP1","Fmr1-LE_KO","Alone",300,50,"BBN TH",2,283.101652777778
"572","LP1","Fmr1-LE_KO","Rotating",300,60,"BBN Rotating",3,226.703660377358
"573","LP1","Fmr1-LE_KO","Alone",300,60,"BBN Rxn",6,274.428589473684
"574","LP1","Fmr1-LE_KO","Alone",300,60,"BBN TH",2,244.605743589744
"575","LP1","Fmr1-LE_KO","Rotating",300,70,"BBN Rotating",3,230.542259615385
"576","LP1","Fmr1-LE_KO","Alone",300,70,"BBN Rxn",6,244.127945945946
"577","LP1","Fmr1-LE_KO","Alone",300,70,"BBN TH",2,258.449088607595
"578","LP1","Fmr1-LE_KO","Rotating",300,80,"BBN Rotating",3,213.264171428571
"579","LP1","Fmr1-LE_KO","Alone",300,80,"BBN Rxn",6,193.657625
"580","LP1","Fmr1-LE_KO","Mix",50,30,"BBN Rxn",7,428.999378378378
"581","LP1","Fmr1-LE_KO","Mix",50,30,"BBN TH",4,372.248975609756
"582","LP1","Fmr1-LE_KO","Mix",50,35,"BBN TH",2,326.912137931034
"583","LP1","Fmr1-LE_KO","Mix",50,40,"BBN Rxn",7,304.84389010989
"584","LP1","Fmr1-LE_KO","Mix",50,40,"BBN TH",4,318.267166666667
"585","LP1","Fmr1-LE_KO","Mix",50,45,"BBN TH",2,258.945807692308
"586","LP1","Fmr1-LE_KO","Mix",50,50,"BBN Rxn",7,273.539275510204
"587","LP1","Fmr1-LE_KO","Mix",50,50,"BBN TH",2,292.477206896552
"588","LP1","Fmr1-LE_KO","Mix",50,60,"BBN Rxn",7,267.824626373626
"589","LP1","Fmr1-LE_KO","Mix",50,60,"BBN TH",2,319.319034482759
"590","LP1","Fmr1-LE_KO","Mix",50,70,"BBN Rxn",7,291.109130434783
"591","LP1","Fmr1-LE_KO","Mix",50,70,"BBN TH",2,277.305310344828
"592","LP1","Fmr1-LE_KO","Mix",50,80,"BBN Rxn",7,255.682323232323
"593","LP1","Fmr1-LE_KO","Mix",100,30,"BBN Rxn",7,370.804222222222
"594","LP1","Fmr1-LE_KO","Mix",100,30,"BBN TH",4,353.18148
"595","LP1","Fmr1-LE_KO","Mix",100,35,"BBN TH",2,261.624222222222
"596","LP1","Fmr1-LE_KO","Mix",100,40,"BBN Rxn",7,284.512431578947
"597","LP1","Fmr1-LE_KO","Mix",100,40,"BBN TH",4,274.169377358491
"598","LP1","Fmr1-LE_KO","Mix",100,45,"BBN TH",2,264.080071428571
"599","LP1","Fmr1-LE_KO","Mix",100,50,"BBN Rxn",7,285.758840425532
"600","LP1","Fmr1-LE_KO","Mix",100,50,"BBN TH",2,302.441148148148
"601","LP1","Fmr1-LE_KO","Mix",100,60,"BBN Rxn",7,269.366693877551
"602","LP1","Fmr1-LE_KO","Mix",100,60,"BBN TH",2,282.449857142857
"603","LP1","Fmr1-LE_KO","Mix",100,70,"BBN Rxn",7,261.934917525773
"604","LP1","Fmr1-LE_KO","Mix",100,70,"BBN TH",2,250.806137931034
"605","LP1","Fmr1-LE_KO","Mix",100,80,"BBN Rxn",7,247.614111111111
"606","LP1","Fmr1-LE_KO","Mix",300,30,"BBN Rxn",7,311.397494736842
"607","LP1","Fmr1-LE_KO","Mix",300,30,"BBN TH",4,340.668433962264
"608","LP1","Fmr1-LE_KO","Mix",300,35,"BBN TH",2,291.918678571429
"609","LP1","Fmr1-LE_KO","Mix",300,40,"BBN Rxn",7,262.23656122449
"610","LP1","Fmr1-LE_KO","Mix",300,40,"BBN TH",4,260.358945454545
"611","LP1","Fmr1-LE_KO","Mix",300,45,"BBN TH",2,240.743642857143
"612","LP1","Fmr1-LE_KO","Mix",300,50,"BBN Rxn",7,251.785806122449
"613","LP1","Fmr1-LE_KO","Mix",300,50,"BBN TH",2,292.81025
"614","LP1","Fmr1-LE_KO","Mix",300,60,"BBN Rxn",7,259.609081632653
"615","LP1","Fmr1-LE_KO","Mix",300,60,"BBN TH",2,250.712407407407
"616","LP1","Fmr1-LE_KO","Mix",300,70,"BBN Rxn",7,238.389551020408
"617","LP1","Fmr1-LE_KO","Mix",300,70,"BBN TH",2,235.101724137931
"618","LP1","Fmr1-LE_KO","Mix",300,80,"BBN Rxn",7,228.024371134021
"619","LP1","Fmr1-LE_KO","Rotating",50,30,"BBN Rotating",3,344.968615384615
"620","LP1","Fmr1-LE_KO","Alone",50,30,"BBN Rxn",6,451.942693333333
"621","LP1","Fmr1-LE_KO","Alone",50,30,"BBN TH",5,421.062756097561
"622","LP1","Fmr1-LE_KO","Alone",50,35,"BBN TH",3,325.175285714286
"623","LP1","Fmr1-LE_KO","Rotating",50,40,"BBN Rotating",3,301.369401785714
"624","LP1","Fmr1-LE_KO","Alone",50,40,"BBN Rxn",6,376.807519607843
"625","LP1","Fmr1-LE_KO","Alone",50,40,"BBN TH",5,312.622394366197
"626","LP1","Fmr1-LE_KO","Alone",50,45,"BBN TH",3,292.837669117647
"627","LP1","Fmr1-LE_KO","Rotating",50,50,"BBN Rotating",3,291.639238938053
"628","LP1","Fmr1-LE_KO","Alone",50,50,"BBN Rxn",6,333.803611940298
"629","LP1","Fmr1-LE_KO","Alone",50,50,"BBN TH",2,285.639875
"630","LP1","Fmr1-LE_KO","Rotating",50,60,"BBN Rotating",3,273.074410714286
"631","LP1","Fmr1-LE_KO","Alone",50,60,"BBN Rxn",6,313.606258215962
"632","LP1","Fmr1-LE_KO","Alone",50,60,"BBN TH",2,277.304555555556
"633","LP1","Fmr1-LE_KO","Rotating",50,70,"BBN Rotating",3,249.383243478261
"634","LP1","Fmr1-LE_KO","Alone",50,70,"BBN Rxn",6,319.955576036866
"635","LP1","Fmr1-LE_KO","Alone",50,70,"BBN TH",2,264.230012658228
"636","LP1","Fmr1-LE_KO","Rotating",50,80,"BBN Rotating",3,249.710833333333
"637","LP1","Fmr1-LE_KO","Alone",50,80,"BBN Rxn",6,304.317376744186
"638","LP2","Fmr1-LE_WT","Alone",100,25,"BBN TH",3,357.920008333333
"639","LP2","Fmr1-LE_WT","Rotating",100,30,"BBN Rotating",4,292.902126315789
"640","LP2","Fmr1-LE_WT","Alone",100,30,"BBN Rxn",5,303.00717699115
"641","LP2","Fmr1-LE_WT","Alone",100,30,"BBN TH",5,301.944857142857
"642","LP2","Fmr1-LE_WT","Alone",100,35,"BBN TH",3,279.684646153846
"643","LP2","Fmr1-LE_WT","Rotating",100,40,"BBN Rotating",4,296.101173469388
"644","LP2","Fmr1-LE_WT","Alone",100,40,"BBN Rxn",5,256.4985
"645","LP2","Fmr1-LE_WT","Alone",100,40,"BBN TH",5,239.181128318584
"646","LP2","Fmr1-LE_WT","Alone",100,45,"BBN TH",3,218.306848484849
"647","LP2","Fmr1-LE_WT","Rotating",100,50,"BBN Rotating",4,297.586714285714
"648","LP2","Fmr1-LE_WT","Alone",100,50,"BBN Rxn",5,232.32625974026
"649","LP2","Fmr1-LE_WT","Alone",100,50,"BBN TH",2,200.624268817204
"650","LP2","Fmr1-LE_WT","Rotating",100,60,"BBN Rotating",4,285.175384615385
"651","LP2","Fmr1-LE_WT","Alone",100,60,"BBN Rxn",5,209.834409482759
"652","LP2","Fmr1-LE_WT","Alone",100,60,"BBN TH",2,157.461308510638
"653","LP2","Fmr1-LE_WT","Rotating",100,70,"BBN Rotating",4,283.552573604061
"654","LP2","Fmr1-LE_WT","Alone",100,70,"BBN Rxn",5,165.482822510823
"655","LP2","Fmr1-LE_WT","Alone",100,70,"BBN TH",2,135.357478723404
"656","LP2","Fmr1-LE_WT","Rotating",100,80,"BBN Rotating",4,181.863797979798
"657","LP2","Fmr1-LE_WT","Alone",100,80,"BBN Rxn",5,106.877935622318
"658","LP2","Fmr1-LE_WT","Rotating",300,20,"BBN Rotating",4,522.175794871795
"659","LP2","Fmr1-LE_WT","Alone",300,20,"BBN Rxn",4,475.994137254902
"660","LP2","Fmr1-LE_WT","Alone",300,20,"BBN TH",5,496.996555555556
"661","LP2","Fmr1-LE_WT","Alone",300,25,"BBN TH",3,336.643129770992
"662","LP2","Fmr1-LE_WT","Rotating",300,30,"BBN Rotating",4,275.904835
"663","LP2","Fmr1-LE_WT","Alone",300,30,"BBN Rxn",4,253.33929787234
"664","LP2","Fmr1-LE_WT","Alone",300,30,"BBN TH",5,261.248255319149
"665","LP2","Fmr1-LE_WT","Alone",300,35,"BBN TH",3,210.622102189781
"666","LP2","Fmr1-LE_WT","Rotating",300,40,"BBN Rotating",4,265.151985148515
"667","LP2","Fmr1-LE_WT","Alone",300,40,"BBN Rxn",4,198.241808290155
"668","LP2","Fmr1-LE_WT","Alone",300,40,"BBN TH",5,189.958833333333
"669","LP2","Fmr1-LE_WT","Alone",300,45,"BBN TH",3,163.433253623188
"670","LP2","Fmr1-LE_WT","Rotating",300,50,"BBN Rotating",4,265.812206896552
"671","LP2","Fmr1-LE_WT","Alone",300,50,"BBN Rxn",4,175.498668421053
"672","LP2","Fmr1-LE_WT","Alone",300,50,"BBN TH",2,173.663207920792
"673","LP2","Fmr1-LE_WT","Rotating",300,60,"BBN Rotating",4,270.305676616915
"674","LP2","Fmr1-LE_WT","Alone",300,60,"BBN Rxn",4,135.8169375
"675","LP2","Fmr1-LE_WT","Alone",300,60,"BBN TH",2,147.74231372549
"676","LP2","Fmr1-LE_WT","Rotating",300,70,"BBN Rotating",4,247.595831683168
"677","LP2","Fmr1-LE_WT","Alone",300,70,"BBN Rxn",4,108.962502617801
"678","LP2","Fmr1-LE_WT","Alone",300,70,"BBN TH",2,120.401401960784
"679","LP2","Fmr1-LE_WT","Rotating",300,80,"BBN Rotating",4,179.792727722772
"680","LP2","Fmr1-LE_WT","Alone",300,80,"BBN Rxn",4,81.7032291666667
"681","LP2","Fmr1-LE_WT","Mix",50,30,"BBN Rxn",9,382.258633587786
"682","LP2","Fmr1-LE_WT","Mix",50,30,"BBN TH",5,400.745797101449
"683","LP2","Fmr1-LE_WT","Mix",50,35,"BBN TH",3,263.071142857143
"684","LP2","Fmr1-LE_WT","Mix",50,40,"BBN Rxn",9,328.747418439716
"685","LP2","Fmr1-LE_WT","Mix",50,40,"BBN TH",5,332.678478873239
"686","LP2","Fmr1-LE_WT","Mix",50,45,"BBN TH",3,312.482619047619
"687","LP2","Fmr1-LE_WT","Mix",50,50,"BBN Rxn",9,300.583347222222
"688","LP2","Fmr1-LE_WT","Mix",50,50,"BBN TH",2,281.82321875
"689","LP2","Fmr1-LE_WT","Mix",50,60,"BBN Rxn",9,286.76844137931
"690","LP2","Fmr1-LE_WT","Mix",50,60,"BBN TH",2,247.019387096774
"691","LP2","Fmr1-LE_WT","Mix",50,70,"BBN Rxn",9,271.699678321678
"692","LP2","Fmr1-LE_WT","Mix",50,70,"BBN TH",2,266.511548387097
"693","LP2","Fmr1-LE_WT","Mix",50,80,"BBN Rxn",9,194.455248275862
"694","LP2","Fmr1-LE_WT","Mix",100,25,"BBN TH",3,415.848333333333
"695","LP2","Fmr1-LE_WT","Mix",100,30,"BBN Rxn",9,323.902219858156
"696","LP2","Fmr1-LE_WT","Mix",100,30,"BBN TH",5,320.881780821918
"697","LP2","Fmr1-LE_WT","Mix",100,35,"BBN TH",3,320.243475
"698","LP2","Fmr1-LE_WT","Mix",100,40,"BBN Rxn",9,276.432319727891
"699","LP2","Fmr1-LE_WT","Mix",100,40,"BBN TH",5,251.6965
"700","LP2","Fmr1-LE_WT","Mix",100,45,"BBN TH",3,249.31443902439
"701","LP2","Fmr1-LE_WT","Mix",100,50,"BBN Rxn",9,294.326413793103
"702","LP2","Fmr1-LE_WT","Mix",100,50,"BBN TH",2,229.376129032258
"703","LP2","Fmr1-LE_WT","Mix",100,60,"BBN Rxn",9,269.683909722222
"704","LP2","Fmr1-LE_WT","Mix",100,60,"BBN TH",2,233.02664516129
"705","LP2","Fmr1-LE_WT","Mix",100,70,"BBN Rxn",9,246.410715277778
"706","LP2","Fmr1-LE_WT","Mix",100,70,"BBN TH",2,185.278833333333
"707","LP2","Fmr1-LE_WT","Mix",100,80,"BBN Rxn",9,156.672447552448
"708","LP2","Fmr1-LE_WT","Mix",300,20,"BBN Rxn",9,464.314486956522
"709","LP2","Fmr1-LE_WT","Mix",300,20,"BBN TH",5,481.740283333333
"710","LP2","Fmr1-LE_WT","Mix",300,25,"BBN TH",3,372.335095238095
"711","LP2","Fmr1-LE_WT","Mix",300,30,"BBN Rxn",9,287.838853146853
"712","LP2","Fmr1-LE_WT","Mix",300,30,"BBN TH",5,269.134986486486
"713","LP2","Fmr1-LE_WT","Mix",300,35,"BBN TH",3,298.823428571429
"714","LP2","Fmr1-LE_WT","Mix",300,40,"BBN Rxn",9,277.431153846154
"715","LP2","Fmr1-LE_WT","Mix",300,40,"BBN TH",5,229.988945205479
"716","LP2","Fmr1-LE_WT","Mix",300,45,"BBN TH",3,253.5785
"717","LP2","Fmr1-LE_WT","Mix",300,50,"BBN Rxn",9,247.11898630137
"718","LP2","Fmr1-LE_WT","Mix",300,50,"BBN TH",2,214.93865625
"719","LP2","Fmr1-LE_WT","Mix",300,60,"BBN Rxn",9,251.562404109589
"720","LP2","Fmr1-LE_WT","Mix",300,60,"BBN TH",2,217.86459375
"721","LP2","Fmr1-LE_WT","Mix",300,70,"BBN Rxn",9,235.863280821918
"722","LP2","Fmr1-LE_WT","Mix",300,70,"BBN TH",2,180.403483870968
"723","LP2","Fmr1-LE_WT","Mix",300,80,"BBN Rxn",9,152.524375
"724","LP2","Fmr1-LE_WT","Rotating",50,30,"BBN Rotating",4,344.345569148936
"725","LP2","Fmr1-LE_WT","Alone",50,30,"BBN Rxn",5,398.762604060914
"726","LP2","Fmr1-LE_WT","Alone",50,30,"BBN TH",5,357.75691
"727","LP2","Fmr1-LE_WT","Alone",50,35,"BBN TH",3,300.627907563025
"728","LP2","Fmr1-LE_WT","Rotating",50,40,"BBN Rotating",4,298.609
"729","LP2","Fmr1-LE_WT","Alone",50,40,"BBN Rxn",5,290.716710144928
"730","LP2","Fmr1-LE_WT","Alone",50,40,"BBN TH",5,284.033925581395
"731","LP2","Fmr1-LE_WT","Alone",50,45,"BBN TH",3,280.522778688525
"732","LP2","Fmr1-LE_WT","Rotating",50,50,"BBN Rotating",4,294.399469194313
"733","LP2","Fmr1-LE_WT","Alone",50,50,"BBN Rxn",5,278.617369668246
"734","LP2","Fmr1-LE_WT","Alone",50,50,"BBN TH",2,287.76287368421
"735","LP2","Fmr1-LE_WT","Rotating",50,60,"BBN Rotating",4,285.791582938389
"736","LP2","Fmr1-LE_WT","Alone",50,60,"BBN Rxn",5,266.350396226415
"737","LP2","Fmr1-LE_WT","Alone",50,60,"BBN TH",2,247.250138297872
"738","LP2","Fmr1-LE_WT","Rotating",50,70,"BBN Rotating",4,302.690417840376
"739","LP2","Fmr1-LE_WT","Alone",50,70,"BBN Rxn",5,218.649966981132
"740","LP2","Fmr1-LE_WT","Alone",50,70,"BBN TH",2,219.851789473684
"741","LP2","Fmr1-LE_WT","Rotating",50,80,"BBN Rotating",4,221.076221698113
"742","LP2","Fmr1-LE_WT","Alone",50,80,"BBN Rxn",5,134.831023809524
"743","LP3","Fmr1-LE_WT","Alone",300,25,"BBN TH",2,388.015525
"744","LP3","Fmr1-LE_WT","Alone",300,30,"BBN Rxn",8,312.224516320475
"745","LP3","Fmr1-LE_WT","Alone",300,30,"BBN TH",4,287.177317460317
"746","LP3","Fmr1-LE_WT","Alone",300,35,"BBN TH",2,242.780804347826
"747","LP3","Fmr1-LE_WT","Alone",300,40,"BBN Rxn",8,250.979899456522
"748","LP3","Fmr1-LE_WT","Alone",300,40,"BBN TH",4,240.685507537688
"749","LP3","Fmr1-LE_WT","Alone",300,45,"BBN TH",2,216.669543478261
"750","LP3","Fmr1-LE_WT","Alone",300,50,"BBN Rxn",8,216.111867567568
"751","LP3","Fmr1-LE_WT","Alone",300,50,"BBN TH",2,192.541339622641
"752","LP3","Fmr1-LE_WT","Alone",300,60,"BBN Rxn",8,204.932287671233
"753","LP3","Fmr1-LE_WT","Alone",300,60,"BBN TH",2,180.311009433962
"754","LP3","Fmr1-LE_WT","Alone",300,70,"BBN Rxn",8,187.129703804348
"755","LP3","Fmr1-LE_WT","Alone",300,70,"BBN TH",2,161.041424528302
"756","LP3","Fmr1-LE_WT","Alone",300,80,"BBN Rxn",8,166.167786096257
"757","LP3","Fmr1-LE_WT","Alone",300,90,"BBN Rxn",3,146.064121212121
"758","LP4","Fmr1-LE_KO","Alone",300,25,"BBN TH",3,366.680506329114
"759","LP4","Fmr1-LE_KO","Alone",300,30,"BBN Rxn",6,282.311851428571
"760","LP4","Fmr1-LE_KO","Alone",300,30,"BBN TH",5,283.477496969697
"761","LP4","Fmr1-LE_KO","Alone",300,35,"BBN TH",3,213.67213592233
"762","LP4","Fmr1-LE_KO","Alone",300,40,"BBN Rxn",6,211.478712765957
"763","LP4","Fmr1-LE_KO","Alone",300,40,"BBN TH",5,202.059641618497
"764","LP4","Fmr1-LE_KO","Alone",300,45,"BBN TH",3,178.955825242718
"765","LP4","Fmr1-LE_KO","Alone",300,50,"BBN Rxn",6,193.623404255319
"766","LP4","Fmr1-LE_KO","Alone",300,50,"BBN TH",2,183.90176056338
"767","LP4","Fmr1-LE_KO","Alone",300,60,"BBN Rxn",6,169.205698924731
"768","LP4","Fmr1-LE_KO","Alone",300,60,"BBN TH",2,156.684422535211
"769","LP4","Fmr1-LE_KO","Alone",300,70,"BBN Rxn",6,142.509569148936
"770","LP4","Fmr1-LE_KO","Alone",300,70,"BBN TH",2,133.914605633803
"771","LP4","Fmr1-LE_KO","Alone",300,80,"BBN Rxn",6,106.394185185185
"772","LP5","Fmr1-LE_WT","Alone",300,25,"BBN TH",3,316.345707070707
"773","LP5","Fmr1-LE_WT","Alone",300,30,"BBN Rxn",7,282.784423255814
"774","LP5","Fmr1-LE_WT","Alone",300,30,"BBN TH",5,261.356084269663
"775","LP5","Fmr1-LE_WT","Alone",300,35,"BBN TH",3,246.377394230769
"776","LP5","Fmr1-LE_WT","Alone",300,40,"BBN Rxn",7,239.18678280543
"777","LP5","Fmr1-LE_WT","Alone",300,40,"BBN TH",5,227.975312849162
"778","LP5","Fmr1-LE_WT","Alone",300,45,"BBN TH",3,219.569537735849
"779","LP5","Fmr1-LE_WT","Alone",300,50,"BBN Rxn",7,216.110690909091
"780","LP5","Fmr1-LE_WT","Alone",300,50,"BBN TH",2,207.436561643836
"781","LP5","Fmr1-LE_WT","Alone",300,60,"BBN Rxn",7,172.007233944954
"782","LP5","Fmr1-LE_WT","Alone",300,60,"BBN TH",2,167.710430555556
"783","LP5","Fmr1-LE_WT","Alone",300,70,"BBN Rxn",7,157.570963800905
"784","LP5","Fmr1-LE_WT","Alone",300,70,"BBN TH",2,138.5405
"785","LP5","Fmr1-LE_WT","Alone",300,80,"BBN Rxn",7,120.819599099099
"786","LP6","Fmr1-LE_KO","Alone",300,30,"BBN Rxn",6,336.848092165899
"787","LP6","Fmr1-LE_KO","Alone",300,30,"BBN TH",6,348.009437007874
"788","LP6","Fmr1-LE_KO","Alone",300,35,"BBN TH",3,265.62871942446
"789","LP6","Fmr1-LE_KO","Alone",300,40,"BBN Rxn",6,300.188876923077
"790","LP6","Fmr1-LE_KO","Alone",300,40,"BBN TH",6,250.452089655172
"791","LP6","Fmr1-LE_KO","Alone",300,45,"BBN TH",3,216.505776223776
"792","LP6","Fmr1-LE_KO","Alone",300,50,"BBN Rxn",6,264.237347490347
"793","LP6","Fmr1-LE_KO","Alone",300,50,"BBN TH",3,249.834868965517
"794","LP6","Fmr1-LE_KO","Alone",300,60,"BBN Rxn",6,251.950031620553
"795","LP6","Fmr1-LE_KO","Alone",300,60,"BBN TH",3,224.713609271523
"796","LP6","Fmr1-LE_KO","Alone",300,70,"BBN Rxn",6,219.33630418251
"797","LP6","Fmr1-LE_KO","Alone",300,70,"BBN TH",3,189.17455704698
"798","LP6","Fmr1-LE_KO","Alone",300,80,"BBN Rxn",6,182.207003745318
"799","LP6","Fmr1-LE_KO","Alone",300,90,"BBN Rxn",2,151.354435897436
"800","Purple1","Fmr1-LE_WT","Alone",300,30,"BBN Rxn",1,402.443527777778
"801","Purple1","Fmr1-LE_WT","Alone",300,40,"BBN Rxn",1,260.742533333333
"802","Purple1","Fmr1-LE_WT","Alone",300,50,"BBN Rxn",1,213.976630434783
"803","Purple1","Fmr1-LE_WT","Alone",300,60,"BBN Rxn",1,231.410155555556
"804","Purple1","Fmr1-LE_WT","Alone",300,70,"BBN Rxn",1,217.562847826087
"805","Purple1","Fmr1-LE_WT","Alone",300,80,"BBN Rxn",1,179.11602173913
